source,target
AutoCAD Map 3D,AutoCAD Map 3D
AutoCAD Mechanical,AutoCAD Mechanical
AutoCAD Mechanical 2019 Add-In,Add-In AutoCAD Mechanical 2019
AutoCAD MEP 2019 Add-In,Add-In AutoCAD MEP 2019
AutoCAD Migration Assistance,Bantuan Migrasi AutoCAD
AutoCAD OEM,AutoCAD OEM
AutoCAD P&ID,AutoCAD P&ID
AutoCAD Plant 3 D 2019 Add-In,Add-In AutoCAD Plant 3 D 2019
AutoCAD Plant 3D,AutoCAD Plant 3D
AutoCAD Raster Design,AutoCAD Raster Design
AutoCAD Revit Architecture Suite,AutoCAD Revit Architecture Suite
AutoCAD Revit LT Suite,AutoCAD Revit LT Suite
AutoCAD Structural Detailing 2019 Add-In,Add-In AutoCAD Structural Detailing 2019
AutoCAD Utility Design 2019 Add-In,Add-In AutoCAD Utility Design 2019
AutoCAD vertical,AutoCAD vertical
Autocast,Autocast
AutoCorrect,Koreksi Otomatis
Autodesk Academic Value Added Reseller,Pengecer Nilai Tambah Akademik Autodesk
Autodesk Advanced Support,Dukungan Lanjutan Autodesk
Autodesk Analytics,Autodesk Analytics
Autodesk Animation Academy,Akademi Animasi Autodesk
Autodesk App Store Verified Download,Unduhan Terverifikasi Autodesk di App Store
Autodesk assessment test,Uji penilaian Autodesk
Autodesk Asset Locator,Pencari Aset Autodesk
Autodesk Authorized Academic Partner,Mitra Akademik Resmi Autodesk
Autodesk authorized reseller,Pengecer resmi Autodesk
Autodesk Authorized Training Center,Pusat Pelatihan Resmi Autodesk
Autodesk Backburner,Autodesk Backburner
Autodesk Basic Support,Dukungan Dasar Autodesk
Autodesk BIM and Beam Blog,Autodesk BIM dan Blog Beam
"Autodesk BIM for Architecture, Engineering and Construction Management Curriculum","Autodesk BIM untuk Kurikulum Arsitektur, Teknik dan Manajemen Konstruksi"
Autodesk BIM Transformation Services,Layanan Transformasi Autodesk BIM
Autodesk Bronze reseller,Pengecer Autodesk Bronze
Autodesk Building Engineering Playbook,Buku Panduan Teknik Autodesk Building
Autodesk Building YouTube Channel,Saluran YouTube Autodesk Building
Autodesk Business Center,Pusat Bisnis Autodesk
Autodesk Business Value Methodology,Metodologi Nilai Bisnis Autodesk
Autodesk carbon footprint,Jejak karbon Autodesk
Autodesk Certification,Sertifikasi Autodesk
Autodesk Certification Training,Pelatihan Sertifikasi Autodesk
Autodesk Certified Instructor program,Program Instruktur Bersertifikat Autodesk
Autodesk Certified logo,Logo Bersertifikat Autodesk
Autodesk Certified Professional,Profesional Bersertifikat Autodesk
Autodesk Certified User program,Program Pengguna Bersertifikat Autodesk
Autodesk Channel Sales Manager,Manajer Penjualan Autodesk Channel
Autodesk Channel Team,Tim Autodesk Channel
Autodesk Classroom Training,Pelatihan Kelas Autodesk
Autodesk Clean Tech Partner Program,Program Mitra Teknologi Bersih Autodesk
Autodesk Collaboration and Data Management Services,Layanan Kolaborasi dan Manajemen Data Autodesk
Autodesk Collaborative Project Management Solutions,Solusi Manajemen Proyek Kolaboratif Autodesk
Autodesk Compliance Program,Program Kepatuhan Autodesk
Autodesk Construction Cloud,Cloud Konstruksi Autodesk
Autodesk Construction Magazine,Majalah Konstruksi Autodesk
Autodesk Consulting,Konsultasi Autodesk
Autodesk Consulting Specialization Program,Program Spesialisasi Konsultasi Autodesk
Autodesk Content Explorer,Penjelajah Konten Autodesk
Autodesk Content Service,Layanan Konten Autodesk
Autodesk Content Syndication Service,Layanan Sindikasi Konten Autodesk
Autodesk Creative Commons,Autodesk Creative Commons
Autodesk Creative Commons license,Lisensi Autodesk Creative Commons
Autodesk Customer Engagement Program,Program Keterlibatan Pelanggan Autodesk
Autodesk Customer Experience Team,Tim Pengalaman Pelanggan Autodesk
Autodesk Customer Involvement Program,Program Keterlibatan Pelanggan Autodesk
Autodesk Customer Satisfaction Program,Program Kepuasan Pelanggan Autodesk
Autodesk Customer Service representative,Perwakilan Layanan Pelanggan Autodesk
Autodesk Customer Support,Dukungan Pelanggan Autodesk
Autodesk data management tools,Alat bantu manajemen data Autodesk
Autodesk Design Academy,Autodesk Design Academy
Autodesk Design and Creation Suites,Suite Desain dan Kreasi Autodes
Autodesk Design for Industry,Autodesk Design untuk
Autodesk Design Institute,Institut Desain Autodesk
Autodesk Design Package,Paket Desain Autodesk
Autodesk Desktop Connector,Konektor Desktop Autodesk
Autodesk DevDays Conference,Konferensi Autodesk DevDays
Autodesk Developer Network,Jaringan Pengembang Autodesk
Autodesk Developer Network Open,Jaringan Pengembang Autodesk Terbuka
Autodesk Digital Entertainment Creation solution,Solusi Autodesk Digital Entertainment Creation
Autodesk Digital Magazine,Majalah Digital Autodesk
Autodesk Digital Prototyping Forum,Forum Prototipe Digital Autodesk
Autodesk Digital Prototyping solution,Solusi Prototipe Digital Autodesk
Autodesk Digital STEAM Workshop,Lokakarya Autodesk Digital STEAM
Autodesk Distributor Agreement,Perjanjian Distributor Autodesk
Autodesk Docs,Dokumen Autodesk
Autodesk Download Manager,Pengelola Unduhan Autodesk
Autodesk Drive,Drive Autodesk
Autodesk Education,Pendidikan Autodesk
Autodesk Education Community,Komunitas Pendidikan Autodesk
Autodesk Education Curriculum,Kurikulum Pendidikan Autodesk
Autodesk Education Suite for Architecture & Engineering,Autodesk Education Suite untuk Arsitektur & Teknik
Autodesk Education Suite for Civil & Structural Engineering,Autodesk Education Suite untuk Teknik Sipil & Struktural
Autodesk Education Suite for Industrial Design,Autodesk Education Suite untuk Desain Industri
Autodesk Education Suite for Mechanical Engineering,Autodesk Education Suite untuk Teknik Mesin
Autodesk Employee Purchase Program,Program Pembelian Karyawan Autodesk
Autodesk Engineer-to-Order Services,Layanan Insinyur-ke-Pemesanan Autodesk
Autodesk Enterprise Priority Support,Dukungan Prioritas Perusahaan Autodesk
Autodesk Flex,Autodesk Flex
Autodesk flex token,Token flex Autodesk
Autodesk FLUX Design Competition,Kompetisi Desain Autodesk FLUX
Autodesk forum,Forum Autodesk
Autodesk Gallery,Galeri Autodesk
Autodesk Gold partner,Mitra Autodesk Gold
Autodesk ID,ID Autodesk
Autodesk iiko Experience,Pengalaman Autodesk iiko
Autodesk Industry Careers Framework for Games and Animation,Kerangka Kerja Karier Industri Autodesk untuk Game dan Animasi
Autodesk Infrastructure Solutions,Solusi Infrastruktur Autodesk
Autodesk Inside Sales Team,Tim Penjualan Internal Autodesk
Autodesk Insight,Wawasan Autodesk
Autodesk Installation Help,Bantuan Instalasi Autodesk
Autodesk Inventor 2019 Add-In,Add-In Autodesk Inventor 2019
Autodesk Inventor LT 2019 Add-In,Add-In Autodesk Inventor LT 2019
Autodesk Inventor Mentor,Mentor Autodesk Inventor
Autodesk IPv4 License Manager for Mac,Manajer Lisensi Autodesk IPv4 untuk Mac
Autodesk IPv6 License Manager for Mac,Manajer Lisensi Autodesk IPv6 untuk Mac
Autodesk Job Processor,Pemrosesan Tugas Autodesk
Autodesk Knowledge Network,Jaringan Pengetahuan Autodesk
Autodesk Labs,Laboratorium Autodesk
Autodesk LaunchPad,Autodesk LaunchPad
Autodesk learning and education,Pembelajaran dan pendidikan Autodesk
Autodesk Learning Central,Pusat Pembelajaran Autodesk
Autodesk Legacy Program,Program Warisan Autodesk
Autodesk License Compliance Team,Tim Kepatuhan Lisensi Autodesk
Autodesk License Manager,Manajer Lisensi Autodesk
Autodesk Live,Autodesk Live
Autodesk Live Chat,Obrolan Langsung Autodesk
Autodesk Manufacturing Community Portal,Portal Komunitas Manufaktur Autodesk
Autodesk Manufacturing Team,Tim Manufaktur Autodesk
Autodesk MasterClasses,Autodesk MasterClasses
Autodesk Masters award,Penghargaan Autodesk Masters
Autodesk Masters Program,Program Magister Autodesk
Autodesk Material Library,Pustaka Material Autodesk
Autodesk Network License Manager,Manajer Lisensi Jaringan Autodesk
Autodesk Official Training Courseware,Kursus Pelatihan Resmi Autodesk
Autodesk Official Training Guides,Panduan Pelatihan Resmi Autodesk
Autodesk Online Store,Toko Online Autodesk
Autodesk Online Testing Service,Layanan Pengujian Online Autodesk
Autodesk Panorama,Autodesk Panorama
Autodesk Partner Manager,Manajer Mitra Autodesk
Autodesk Partner Marketing Platform,Platform Pemasaran Mitra Autodesk
Autodesk Partner Portal,Portal Mitra Autodesk
Autodesk Partner Program,Program Mitra Autodesk
Autodesk Partner specializations,Spesialisasi Mitra Autodesk
Autodesk Per-Incident Support,Dukungan Autodesk Per-Insiden
Autodesk Platinum partner,Mitra Autodesk Platinum
Autodesk Portfolio,Portofolio Autodesk
Autodesk Preferred Industry Partner,Mitra Industri Pilihan Autodesk
Autodesk Premier Solutions Provider,Penyedia Solusi Utama Autodesk
Autodesk Privacy Statement,Pernyataan Privasi Autodesk
Autodesk Prodsmart,Autodesk Prodsmart
Autodesk Professional Excellence,Keunggulan Profesional Autodesk
Autodesk Renovation and Retrofit Playbook,Buku Panduan Renovasi dan Retrofit Autodesk
Autodesk reseller,Pengecer Autodesk
Autodesk Retirement Program,Program Pensiun Autodesk
Autodesk Retopology Tools for 3ds Max,Alat Retopologi Autodesk untuk 3ds Max
Autodesk Revit 2019 Add-In,Add-In Autodesk Revit 2019
Autodesk Route 66 Professional Skills Training,Pelatihan Keterampilan Profesional Autodesk Route 66
Autodesk Sales Development Fund,Dana Pengembangan Penjualan Autodesk
Autodesk sales representative,Perwakilan penjualan Autodesk
Autodesk Services and Support,Layanan dan Dukungan Autodesk
Autodesk Services Marketplace,Pasar Layanan Autodesk
Autodesk Shape Manager,Autodesk Shape Manager
Autodesk Sign In Help,Bantuan Masuk Autodesk
Autodesk Silver partner,Mitra Autodesk Silver
Autodesk software,Perangkat lunak Autodesk
Autodesk software license,Lisensi perangkat lunak Autodesk
Autodesk Software License Agreement,Perjanjian Lisensi Perangkat Lunak Autodesk
Autodesk solution for Digital Prototyping,Solusi Autodesk untuk Prototipe Digital
Autodesk Store,Toko Autodesk
Autodesk Streamline,Autodesk Streamline
Autodesk suite,Paket Autodesk
Autodesk support agent,Agen dukungan Autodesk
Autodesk Sustainable Design Center,Pusat Desain Berkelanjutan Autodesk
Autodesk Sync,Sinkronisasi Autodesk
Autodesk Training Center,Pusat Pelatihan Autodesk
Autodesk Trust Center,Pusat Kepercayaan Autodesk
Autodesk uninstall tool,Alat pencopotan instalan Autodesk
Autodesk University,Universitas Autodesk
Autodesk University Virtual,Universitas Virtual Autodesk
Autodesk Upgrade and Retirement Program,Program Peningkatan dan Pensiun Autodesk
Autodesk User Group International,Kelompok Pengguna Autodesk Internasional
Autodesk Value Added Reseller,Pengecer Nilai Tambah Autodesk
Autodesk Value Added Reseller Agreement,Perjanjian Pengecer Nilai Tambah Autodesk
Autodesk Vault,Autodesk Vault
Autodesk Vault Office,Autodesk Vault Office
Autodesk Virtual Classroom Training,Pelatihan Kelas Virtual Autodesk
"Autodesk® Architecture, Engineering & Construction Collection","Koleksi Arsitektur, Teknik & Konstruksi Autodesk®"
Autodesk® Media & Entertainment Collection,Koleksi Media & Hiburan Autodesk®
Autodesk® Product Design & Manufacturing Collection,Koleksi Desain & Manufaktur Produk Autodesk®
Autodesk® Product Design and Manufacturing Collection,Koleksi Desain dan Manufaktur Produk Autodesk®
Autodesk® Product Design Collection,Koleksi Desain Produk Autodesk®
auto-fulfilment,pemenuhan otomatis
automatic renewal,perpanjangan otomatis
automotive component design,desain komponen otomotif
automotive supply chain,rantai pasokan otomotif
auto-renewal,perpanjangan otomatis
available languages,bahasa yang tersedia
AVAR,AVAR
axis offset,offset sumbu
axis tripod icon,ikon tripod sumbu
Backburner,Backburner
backface cull,pembersihan muka belakang
Background Reactor,Background Reactor
baseline features,fitur dasar
baseline recommendation,rekomendasi dasar
basic tooltip,keterangan alat dasar
BEES,BEES
benchmark report,laporan tolok ukur
Benefit Guide,Panduan Manfaat
best practice,praktik terbaik
billing settings,pengaturan penagihan
BIM,BIM
BIM 360,BIM 360
BIM Adoption and Change Management services,Layanan Adopsi BIM dan Manajemen Perubahan
BIM Enterprise Execution Plan,Rencana Eksekusi Perusahaan BIM
BIM for Structural Engineering Curriculum,BIM untuk Kurikulum Teknik Struktural
BIM Implementation and Integration Services,Layanan Implementasi dan Integrasi BIM
BIM Knowledge Package,Paket Pengetahuan BIM
BIM Standards and Processes services,Layanan Standar dan Proses BIM
BIM Strategy services,Layanan Strategi BIM
biomimicry,biomimikri
bioplastics,bioplastik
bioswale,bioswale
Bitmap Pager,Bitmap Pager
Blackmagic UltraStudio Express,Blackmagic UltraStudio Express
blobby effect,efek gumpalan
blog,blog
BlueSnap,BlueSnap
boilerplate,boilerplate
Boot Camp,Boot Camp
boot sector,sektor boot
bounding box,kotak pembatas
box shot,gambar kotak
boxed shipment,pengiriman dalam kotak
boxed software,perangkat lunak kotak
boxshot,gambarkotak
BPT,BPT
Brainshark,Brainshark
brandable static and flash banner,spanduk statis dan spanduk kilat yang dapat diberi merek
brick soldier course,batu bata susun berdiri
Bridge Design for InfraWorks 360,Desain Jembatan untuk InfraWorks 360
brightness,kecerahan
broadcast,siaran
Browser Download method,Metode Pengunduhan Browser
building component,komponen bangunan
building design,desain bangunan
building engineering,teknik bangunan
building equipment,peralatan bangunan
Building Industry Strategy & Relations,Membangun Strategi & Hubungan Industri
building product,produk bangunan
building products manufacturer,produsen produk bangunan
business ethics,etika bisnis
business plan,rencana bisnis
Business Planning Tool,Alat Perencanaan Bisnis
business process,proses bisnis
business purpose,tujuan bisnis
business record,catatan bisnis
business relationship,hubungan bisnis
CAD,CAD
CAE,CAE
calculator,kalkulator
Call to Action,Ajakan Bertindak
callout,callout
call-out,call-out
CAM,CAM
camera animation,animasi kamera
carbon emission analysis,analisis emisi karbon
cascade licensing,lisensi kaskade
cascading sequence,urutan bertingkat
case ID,ID kasus
case study,studi kasus
cavernous part,bagian yang luas
CDF,CDF
CEC,CEC
central file,file pusat
certification exam,ujian sertifikasi
Certification Team,Tim Sertifikasi
Certified Associate,Rekanan Bersertifikat
certified hardware,perangkat keras bersertifikat
CFD,CFD
CFD Advanced,CFD Advanced
CFD Motion,CFD Motion
channel development,pengembangan saluran
Channel Development Fund,Dana Pengembangan Saluran
Channel Incentive program,Program Insentif Saluran
Channel Management,Manajemen Saluran
channel partner,mitra saluran
character designer,desainer karakter
Character Generator,Penghasil Karakter
cheat sheet,lembar bantuan
cheatsheet,lembarbantuan
Chief Education Officer,Direktur pendidikan
chief executive officer,direktur eksekutif
chief financial officer,direktur keuangan
chief legal officer,kepala departemen hukum
Chief Technical Officer,Direktur Teknis
cinematic-quality,kualitas sinematik
CIP,CIP
Civil Engineering Curriculum,Kurikulum Teknik Sipil
clean install,instal bersih
clean removal,penghapusan bersih
clean tech,teknologi bersih
clean technology innovator,inovator teknologi bersih
clean uninstall,hapus instalan bersih
Client Relations Team,Tim Hubungan Klien
clip plane,bidang klip
clipping boundary,batas pengeklipan
closed end,ujung tertutup
cloud credits,kredit cloud
cloud credits allocation,alokasi kredit cloud
cloud services,layanan cloud
cloud storage,penyimpanan cloud
cloud unit,unit cloud
co-branding,merek bersama
Co-branding Assets & Templates,Aset & Templat Merek Bersama
codec,kodek
coefficient of performance,koefisien kinerja
Collaboration and Data Management Implementation Services,Layanan Kolaborasi dan Implementasi Manajemen Data
Collaboration and Data Management Strategy Services,Layanan Strategi Kolaborasi dan Manajemen Data
collaborative project management,manajemen proyek kolaboratif
collateral,jaminan
color-dependent plot style table,tabel gaya plot tergantung warna
command prompt,prompt perintah
commercial license,lisensi komersial
Communication Center,Pusat Komunikasi
communication failure,kegagalan komunikasi
communication hub,hub komunikasi
community relations,hubungan masyarakat
companion product,produk pendamping
Company Address or Name Change,Perubahan Alamat atau Nama Perusahaan
compass,kompas
compatibility chart,bagan kompatibilitas
compatibility matrix,matriks kompatibilitas
Competitive Intelligence,Kecerdasan Kompetitif
complaint,keluhan
compliance,kepatuhan
comprehensive exam guide,panduan ujian komprehensif
computer aided manufacturing,manufaktur berbantuan komputer
computer-aided manufacturing,manufaktur berbantuan-komputer
concept sketch,sketsa konsep
Conceptual Design Curriculum,Kurikulum Desain Konseptual
concurrent users,pengguna bersamaan
confidentiality,kerahasiaan
Configurator 360,Konfigurator 360
conflict of interest,konflik kepentingan
construction management,manajemen konstruksi
construction manager,manajer konstruksi
construction professional,profesional konstruksi
consultant,konsultan
consulting service order licensing implementation,layanan konsultasi pelaksanaan perizinan pesanan
consulting system integrator partner,mitra konsultan integrator sistem
consumer product,produk konsumen
consumer product manufacturer,produsen produk konsumen
consumption,konsumsi
consumption rate,tingkat konsumsi
contact ID,ID kontak
content source,sumber konten
contextual tab,tab kontekstual
continuing education credit,kredit pendidikan berkelanjutan
Contract Administration,Administrasi Kontrak
Contract Administrator,Administrator Kontrak
contract level,tingkat kontrak
Contract Manager,Manajer Kontrak
contract renewal date,tanggal perpanjangan kontrak
contractor,kontraktor
controller cap,tutup pengontrol
coordinate reference system,sistem referensi koordinat
coordinate space,mengoordinasikan ruang
COP,COP
core features include,fitur inti meliputi
counterfeit,palsu
Country Marketing Manager,Manajer Pemasaran Negara
Country Sales Manager,Manajer Penjualan Negara
coverage report,laporan liputan
CPM,CPM
Creative Commons,Creative Commons
CRM,CRM
crossgrade,kelas silang
cross-grade,lintas kelas
CSAT,CSAT
CSI,CSI
CTA,CTA
CTB,CTB
CTO,CTO
cuboid,berbentuk kubus
curricula,kurikulum
Customer Care,Layanan Pelanggan
customer gallery,galeri pelanggan
Customer Involvement Program,Program Keterlibatan Pelanggan
customer relationship management,manajemen hubungan pelanggan
customer reviews,ulasan pelanggan
customer showcase,etalase pelanggan
customer stories,kisah pelanggan
customer success stories,kisah sukses pelanggan
customer with a maintenance plan,pelanggan dengan rencana pemeliharaan
CVC,CVC
daemon,daemon
DAM,DAM
data acquisition,akuisisi data
data fitting,pemasangan data
data portability,portabilitas data
data protection,perlindungan data
data silo,silo data
DCS,DCS
Dear Customer,Pelanggan yang terhormat
decision support tool,alat pendukung keputusan
defense,pertahanan
defun,defun
demand generation,pembuatan permintaan
demo,demo
demo video,video demo
demo vignette,sketsa demo
Design Academy,Akademi Desain
design automation strategy,strategi otomatisasi desain
Design Basics Curriculum,Kurikulum Dasar Desain
design charrette,desain charrette
design for assembly,desain untuk perakitan
design innovation,inovasi desain
design intent,tujuan desain
Design Process Review,Tinjauan Proses Desain
design validation,validasi desain
design visualization,visualisasi desain
Designers Accord,Kesepakatan Desainer
detention area,area penahanan
development partner,mitra pengembangan
diffusion coefficient,koefisien difusi
Digital Asset Management,Manajemen Aset Digital
digital entertainment creation,kreasi hiburan digital
digital modeling,pemodelan digital
Digital Prototyping Days,Hari Pembuatan Prototipe Digital
digital visual interface,antarmuka visual digital
Dimension Style Manager,Manajer Gaya Dimensi
direct partner,mitra langsung
Direct Value Added Reseller,Pengecer Nilai Tambah Langsung
Director Of Strategic Research,Direktur Riset Strategis
disciplinary action,tindakan disipliner
discussion forum,forum diskusi
discussion group,grup diskusi
displacement mapping,pemetaan perpindahan
distributed control system,sistem kontrol terdistribusi
distributed license server,server lisensi terdistribusi
documentation,dokumentasi
download method,metode pengunduhan
Download Now method,Metode Pengunduhan Sekarang
DPR,DPR
draft mode,mode draf
Drainage Design for Infraworks 360,Desain Drainase untuk Infraworks 360
Drawing Recovery Manager,Pengelola Pemulihan Gambar
Dropbox,Dropbox
duct,saluran
DVAR,DVAR
DVI,DVI
DWG Extreme,DWG Extreme
DWGX,DWGX
Dynamic Switchable Graphics,Grafik Dinamis yang Dapat Dialihkan
Eagle,Eagle
earlier version,versi sebelumnya
eBook,buku elektronik
e-book,buku elektronik
eco design,desain ramah lingkungan
EDT,EDT
Education Community,Komunitas Pendidikan
Education customer,Pelanggan pendidikan
Education reseller,Pengecer pendidikan
Education version,Versi pendidikan
educational institution,lembaga pendidikan
educational plot stamp,stempel plot pendidikan
educational version,versi pendidikan
educator,pendidik
eLearning,Pembelajaran elektronik
e-Learning,Pembelajaran elektronik
eLearning catalog,Katalog pembelajaran elektronik
e-Learning catalog,Katalog pembelajaran elektronik
Electrical Catalog Browser,Browser Katalog Listrik
electronic download,unduhan elektronik
electronic software distribution,distribusi perangkat lunak elektronik
element property,properti elemen
eligibility matrix,matriks kelayakan
eligibility requirement,persyaratan kelayakan
eligible product,produk yang memenuhi syarat
Eligible Product List,Daftar Produk yang Memenuhi Syarat
eligible products,produk yang memenuhi syarat
embargo,embargo
EMC Tier 5 system,Sistem EMC Tingkat 5
EMS,EMS
encryption,enkripsi
Energy Analysis,Analisis Energi
energy efficiency,efisiensi energi
energy generation,pembangkit energi
energy load,beban energi
energy retrofit,retrofit energi
energy savings performance contract,kontrak kinerja penghematan energi
energy service company,perusahaan layanan energi
Energy Star,Bintang Energi
energy use index,indeks penggunaan energi
energy use intensity,intensitas penggunaan energi
eNewsletter,Buletin elektronik
engineer,insinyur
engineering data,data teknik
Engineering Exploration Workshop,Lokakarya Eksplorasi Teknik
Engineer-to-Order,Engineer-to-Order
Engineer-to-Order Adoption and Change Management Services,Layanan Adopsi dan Manajemen Perubahan dari Engineer-to-Order
Engineer-to-Order Implementation and Integration Services,Layanan Implementasi dan Integrasi Engineer-to-Order
Engineer-to-Order Strategy Services,Layanan Strategi Engineer-to-Order
Enhanced KB,KB yang disempurnakan
Enterprise Business Agreement,Perjanjian Bisnis Perusahaan
Enterprise Flex,Fleksibilitas Perusahaan
Enterprise Priority Support,Dukungan Prioritas Perusahaan
entitlement,hak
entitlement certificate,sertifikat hak
environment variable,variabel lingkungan
Environmental Design and Technology Curriculum,Desain Lingkungan dan Kurikulum Teknologi
environmental impact statement,pernyataan dampak lingkungan
environmental management system,sistem manajemen lingkungan
error code,kode kesalahan
ESCO,ESCO
ESD,ESD
ESPC,ESPC
Ethernet adapter,Adaptor Ethernet
ethical behavior,perilaku etis
ETO,ETO
EUI,EUI
European Free Trade Association,Asosiasi Perdagangan Bebas Eropa
Event Publisher,Penerbit Acara
event toolkit,kit alat acara
Events Lookup,Pencarian Acara
executable file,file yang dapat dijalankan
Executive Vice President of Sales and Services,Wakil Presiden Eksekutif Penjualan dan Layanan
explicit control,kontrol eksplisit
Express Service,Layanan Ekspres
Express Service ID,ID Layanan Ekspres
Express Tools,Alat Ekspres
extended period,periode yang diperpanjang
extended support hours,jam dukungan yang diperpanjang
extra territory rights,hak wilayah tambahan
Facebook,Facebook
facilities management,manajemen fasilitas
factory layout,tata letak pabrik
faculty member,anggota fakultas
FAQ,Pertanyaan Umum
FAQs,Pertanyaan Umum
fatal error,kesalahan fatal
FBIK,FBIK
FCS,FCS
feature code,kode fitur
feature comparison,perbandingan fitur
feature demonstration,demonstrasi fitur
feature demos,demo fitur
feature line,garis fitur
feature set,set fitur
FeatureCAM,FeatureCAM
features,fitur
features and benefits,fitur dan manfaat
features and demonstrations,fitur dan demonstrasi
features and functions,fitur dan fungsi
features and specifications,fitur dan spesifikasi
FEED,FEED
fidelity,fidelitas
field management,manajemen lapangan
field marketing,pemasaran lapangan
file corruption,kerusakan file
file extraction,ekstraksi file
file vaulting,pembuatan vault file
Fill+Pack,Isi+Kemas
Fill+Pack+Cool,Isi+Kemas+ Dinginkan
filling plant,pabrik pengisian
film & TV,film & TV
film coefficient,koefisien film
"film, games and television","film, game, dan televisi"
Filmbox,Kotak Film
financial report,laporan keuangan
financing,pembiayaan
fire protection,proteksi kebakaran
firmware,firmware
first customer shipment,pengiriman pelanggan pertama
flange,flensa
Flex token,Token Flex
flexible control,kontrol yang fleksibel
flexible license terms,persyaratan lisensi yang fleksibel
flexible licensing rights,hak lisensi yang fleksibel
flexible licensing terms,persyaratan lisensi yang fleksibel
FLEXnet Publisher,Penerbit FLEXnet
flicker,berkedip
Flickr,Flickr
floating license,lisensi bersamaan
floating window,jendela mengambang
flyout,flyout
fly-out,fly-out
FoMT,FoMT
font shape file,file bentuk font
foreground processing,pemrosesan latar depan
FormIt,FormIt
for-profit purposes,untuk tujuan laba
forum post,postingan forum
forum thread,utas forum
fps,fps
Frame Analysis,Analisis Bingkai
Frame Generator,Penghasil Bingkai
free student software,perangkat lunak siswa gratis
free trial,uji coba gratis
