source,target
घेरा,circlip
घोंसला बनाने की क्रिया,nesting
चक जॉ,chuck jaws
चक्कर आना,vorticity
चतुर्थांश बिंदु,quadrant point
चम्फर टूल,chamfer tool
चम्फरिंग टूल,chamfering tools
चयनात्मक लेजर सिंटरिंग,selective laser sintering
चिप निर्माण,chip formation
चैनिंग,chaining
चौड़ाई,width
जंप डीले,jump delay
जनरेटिव डिज़ाइन सेटअप,generative design setup
जनरेटिव प्रौद्योगिकी,generative technology
जनरेटिव मॉडल,generative model
जनरेटिव मॉडलिंग,generative modeling
जमाव परत,deposition layer
ज़मीन की छाया,ground shadow
जमीनी कार्य बिंदु,grounded work point
ज़मीनी समतल,ground plane
जल निर्माण,hydroforming
जला क्षेत्र,burn region
जांच,probe
जांच का प्रकार,probe type
जांच ज्यामिति,probe geometry
जांच निकाय,probe body
जांच मोड,probe mode
जाली और त्वचा अनुकूलन,lattice and skin optimization
जीवनचक्र नियम,lifecycle rules
जीवनचक्र संक्रमण सीमा,lifecycle transition limit
जुड़वां-सममित,twin-symmetric
जुड़ा हुआ कार्यसमूह,connected workgroup
जैवसंगत सामग्री,biocompatible material
जैविक मॉडलिंग,organic modeling
जॉब सर्वर,Job Server
ज्यामिति,geometry
ज्यामिति सरलीकरण,geometry simplification
ज्यामितीय फ़ीचर,geometric feature
झरना जल जंक्शन,cascade water junction
टकराव,collision
टकराव मुक्त लिंक पथ,collision free link path
टकराव से बचने के पैरामीटर,collision avoidance parameters
टकराव से बचाव,collision avoidance
टर्मिनल इलेक्ट्रिकल प्रॉपर्टी,terminal electrical properties
टर्मिनेटर,terminator
टिप्पणी,annotation
टी-स्पलाइन,T-Spline
टी-स्पलाइन बॉडी,T-Spline body
टूल,tool
टूल अभिविन्यास,tool orientation
टूल असेंबली,tool assembly
टूल इकाई,tool entity
टूल ऐक्सिस,tool axis
टूल ऐक्सिस कोण,tool axis angle
टूल ऐक्सिस सीमा,tool axis limit
टूल टिप त्रिज्या,tool tip radius
टूल डेटाबेस,tool database
टूल त्रिज्या,tool radius
टूल दिशा बटन,tool direction button
टूल प्रॉपर्टी,tool property
टूल मैगज़ीन,tool magazine
टूल शैंक डेटा,tool shank data
टूलपाथ,toolpath
टूलपाथ एडिट मेनू,Toolpath Edit menu
टूलपाथ कार्यस्थल,toolpath workplane
टूलपाथ टेल,toolpath tail
टूलपाथ बिंदु,toolpath points
टूलपाथ सिमुलेशन,toolpath simulation
टूलपाथ सेगमेंट,toolpath segments
टूलिंग,tooling
टॉर्क गुणांक,torque coefficient
टॉर्क लोड,torque load
टोनमैप विधि,tonemap method
टोरस,torus
ट्री व्यू,tree view
ट्रोचॉइड,trochoid
ठोस,solid
ठोस फ़ेस,solid face
डंप,dump
डक्ट कनेक्टर,duct connector
डाई-फ़ॉर्मेड लॉफ्टेड फ्लैंज,die formed lofted flange
डायग्नोस्टिक लॉग फ़ाइल,diagnostic log file
डायल-अप नेटवर्क कनेक्शन,dial-up network connection
डिज़ाइन का टकराव,design conflict
डिज़ाइन फ़ाइल,design file
डिज़ाइन रिज़र्वेशन,design reservation
डिब्बाबंद साइकल,canned cycle
डीकल,decal
डीफ़ीचरिंग,defeaturing
डुबकी बिंदु,plunge point
डेंटल विंग्स प्रिंटर्स,Dental Wings printers
डेटा कार्ड,data card
डेटा बफ़र,data buffer
डेटाबेस निर्यात,database exports
डेटाम नोट,datum note
डेटाम लक्ष्य,datum target
डेटाम संदर्भ फ्रेम,datum reference frame
डेस्कटॉप कनेक्टर,Desktop Connector
ड्राइव वक्र,drive curve
ड्राफ़्ट कोण,draft angle
ड्राफ़्ट सतह,draft surface
ड्रिल का व्यास,drill diameter
ड्रिलिंग चक्र,drilling cycles
ड्रिलिंग टूलपथ,drilling toolpaths
ड्रॉ पैनल,Draw panel
ड्रॉइंग समूह,drawing group
ढलान प्रतीक,slope symbol
ढलान वाला क्षेत्र,steep area
तत्व,element
तत्व विलोपन मानदंड,element deletion criteria
तनाव विश्लेषण,stress analysis
तलीय वक्र,planar curve
तिमाही सेक्शन व्यू,quarter section view
तीन चौथाई सेक्शन व्यू,three quarter section view
तीन त्रिकोणों से घिरे हुए छेद,trivial hole
तृतीय-कोण प्रक्षेपण,third-angle projection
त्रिज्या,radius
त्रुटि मैप,error map
त्वरित सूची,quick list
थंब स्क्रू,thumb screw
दबा हुआ असेंबली पैटर्न तत्व,suppressed assembly pattern element
दबाएं/खींचें,Press/Pull
दबाया हुआ जोड़,pressed joint
दबाव में गिरावट,pressure drop
दबाव हानि,pressure loss
दिशा,direction
दिशा खींचना,pull direction
दूरी और कोण कक्ष,distance and angle chamfer
द्रव गति,fluid motion
द्रव्यमान आनुपातिक,mass proportional
द्रव्यमान प्रवाह दर,mass flow rate
धारक निकासी,holder clearance
धुरी,spindle
धुरी अंशांकन,spindle calibration
धुरी अभिविन्यास,spindle orientation
धुरी क्रांति,spindle revolution
नए फ़ीचर्स वर्कशॉप,New Features Workshop
नकारात्मक खोल,negative shell
नम्य होने की क्षमता,yield strength
नरम संक्रमण,soft transition
नाम का टकराव,name collision
नाली जड़,groove root
नाली वेल्ड,groove weld
निकासी मूल्य,clearance value
नियंत्रण शीर्ष,control vertex
नियम फ़िलेट,rule fillet
निरीक्षण क्रम,inspection sequence
निर्णय सहायता प्रणाली,decision support system
निर्देशित बिंदु,guided point
निर्माण तैयारी सॉफ़्टवेयर,build preparation software
निर्माण प्लेन,construction plane
निष्क्रिय घटक,inactive component
नेक,neck
नेविगेशन बार,navigation bar
नॉनलाइनर लाइब्रेरी,nonlinear library
नोट,note
नोडल क्षण,nodal moment
पंखे की ज्यामिति,fan geometry
पक,puck
पतर की मोटाई,layer thickness
पतरे,swarf
पतली दीवार वाली समर्थन आकृति,thin-walled support shape
पथ रेखाचित्र,path sketch
पन्नी जलाशय,foil reservoir
परत का ढेर,layer stack
परत की ऊंचाई,layer height
परावर्तन,reflectivity
परिणाम कार्यक्षेत्र,results workspace
परिणाम छवि,outcome image
परिधीय,peripheral
परिधीय गति,circumferential speed
परिमित तत्व मेश,finite element mesh
परिवर्तनशील फ़िलेट,variable fillet
परिवर्तनशील-त्रिज्या फ़िलेट,variable-radius fillet
पर्यावरण की छवि,environment image
पाइप प्लग,pipe plug
पाउडर फ़ीचर,power feature
पाउडर बेड मेटल एडिटिव विनिर्माण,powder bed metal additive manufacturing
पायलट होल,pilot hole
पार्ट कैचर,part catcher
पार्टिंग डिज़ाइन,parting design
पार्टिंग निदान,parting diagnostic
पावर सतह,power surface
पासवर्ड पॉलिसी की आवश्यकता,password policy requirement
पिच का व्यास,pitch diameter
पिच लाइन,pitch line
पिन बाधा,pin constraint
पीढ़ियों को मोटा करना,coarsening generations
पुनरीक्षण टैग,revision tag
पुनरीक्षण प्लान फ़ॉर्मेट,revision scheme format
पुनरीक्षण फ़ॉर्मेट,revision format
पुनरीक्षण मार्क,revision mark
पुनर्निर्धारित,repositioned
पुष्प गुच्छ,bouquet
पूरी गोल फ़िलेट,full round fillet
पूर्ण नेविगेशन व्हील,Full Navigation wheel
पूर्वावलोकन एक्सट्रूज़न,preview extrusion
पृष्ठभूमि प्रसंस्करण,background processing
पेंसिल का निशान,pencil trace
पैच वक्र,patch curve
पैचिंग सतह,patching surface
पैटर्न,pattern
पैटर्न फ़ीचर,pattern feature
पैटर्न भरें,fill pattern
पैरामीटर,parameter
पॉलीगन डीले,polygon delay
पोस्ट प्रोसेसर,post processor
पोस्ट प्रोसेसिंग गुण,post processing properties
प्रकट करने की विधि,unfold method
प्रक्रिया सिमुलेशन अध्ययन,process simulation study
प्रगतिशील टूलटिप,progressive tooltip
प्रति इंच बिंदू,dots per inch
प्रतिकृति,replication
प्रतिक्रिया बल,reaction force
प्रतीक परिभाषा,symbol definition
प्रमुख तनाव,principal strain
प्रायोगिक जनरेटिव सॉल्वर और फ़ीचर्स,Experimental Generative Solvers and Features
प्रारंभ कोण,start angle
प्रारंभ बिंदु,start point
प्रॉपर्टी मैपिंग,property mapping
प्रोग्राम बिंदु,program point
प्रोजेक्ट,project
प्रोजेक्ट एक्सप्लोरर,project explorer
प्रोजेक्ट सिमुलस,Project Simulus
प्रोजेक्ट्स,projects
प्रोफ़ाइल पास,profile passes
प्लास्टिक पार्ट,plastic part
प्लेट विवरण फ़ेस,plate detail face
प्लेट स्थिरता,plate fixture
प्लेन,plane
फलाव,protrusion
फ़ाइल डॉक्टर,file doctor
फ़ाइलस्टोर,filestore
फ़ास्टनर्स लाइब्रेरी,Fasteners library
फ़िक्स्चरिंग,fixturing
फ़िक्स्ड एज ड्राफ़्ट,fixed edge draft
फ़िलेट फ़ीचर,fillet feature
फ़िलेट शैली,fillet style
फ़ीचर टकराव,feature collision
फ़ीचर नंबर,feature number
फ़ीचर नियंत्रण फ़्रेम,feature control frame
फ़ीचर निर्माण,feature construction
फ़ीचर समूह,feature group
फ़ीड दर,feed rate
फ़ीड मोड,feed mode
फ़ीडदर,feedrate
फ़ीडबैक हब,Feedback Hub
फ़ील्ड फ़िट,field fit
फ़ेस,face
फ़ेस की दिशा,face direction
फ़ेस ड्राफ्ट,face draft
फ़ेस समूह,face group
फ़ेससमूह,facegroup
फ़ोकल प्लेन,focal plane
फ़्यूज़न टीम प्रशासक,Fusion Team administrator
फ़्री ऑर्बिट,free orbit
फ़्री ड्रैग,free drag
फ़्रीफ़ॉर्म आकार,freeform shape
फ़्रीफ़ॉर्म एडिट,freeform edit
फ़्लेक्स,Flex
फ़्लैंज की ऊंचाई,flange height
फ़्लैंज प्रोफ़ाइल,flange profile
फ्लैअर वी,flare v
फ्लैट पैटर्न,flat pattern
फ्लैट शेडिंग,flat shading
फ्लैट सूची,flat list
फ़्लोलाइन मशीनिंग रणनीति,flowline machining strategy
बंद किनारा,closed edge
बंद वापसी मोड़,closed return bend
बकलिंग,buckling
बड़े पैमाने पर गुण,mass properties
बम्प,bump
बम्प मार्क,burn mark
बम्प मैप,bump map
बम्प मैपिंग,bump mapping
बल्क मॉड्यूल,bulk modulus
बल्क लोड,bulk load
बाढ़ समाधान,flood solution
बाधा,constraint
बाधा की स्थिति,constraint status
बाधा ज्यामिति,obstacle geometry
बाधाओं का अनुमान,infer constraints
बाधित ऑब्जेक्ट,constrained object
बाहरी कोण,outer angle
बाहरी कोना,exterior corner
बाहरी त्रिज्या,outer radius
बाहरी फ़्रेम,external frame
बिंदु द्रव्यमान,point mass
बीज बिंदु,seed point
बीज वक्र,seed curve
बीम का विवरण,beam detail
बुद्धिमान कर्सर,intelligent cursor
बुनियाद,underlay
बुनियादी ज्यामिति,underlay geometry
बुर्ज,turret
बेंड रिलीफ़ ओवरराइड,bend relief override
बेलेविल स्प्रिंग,Belleville spring
बैरल टूल,barrel tool
बॉक्स प्रदर्शन,box display
बॉड दर,baud rate
बॉडी का प्रकार,body type
बॉडी की मोटाई,body thickness
बॉडी लोड,body load
बॉल नोज्ड टूल,ball nosed tool
बॉल मिल,ball mill
बॉल स्क्रू,ball screw
बॉस फ़ीचर,boss feature
बोटी,bowtie
बोरिंग बार,boring bar
बोर्ड आउटलाइन,board outline
ब्रश,brush
ब्रांच कनेक्शन,branch connection
ब्रेक दबाएं,press brake
ब्रेकिंग टॉर्क,braking torque
ब्लिस्क,blisk
ब्लेंड सतह,blend surface
भत्ता,allowance
भरण दबाव का अंत,end of fill pressure
भीतरी त्रिज्या,inner radius
भौतिक सामग्री,physical material
मनके की चौड़ाई,bead width
मल्टी-कैविटी मोल्ड,multi-cavity mold
मल्टी-बॉडी,multi-body
मल्टीबॉडी वर्कफ़्लो,multibody workflow
मल्टी-बॉडी वर्कफ़्लो,multi-body workflow
मशीन कनेक्टर,Machine Connector
मशीन टूल,machine tool
मशीन डिज़ाइन,machine design
मशीनिंग अनुशासन,machining discipline
मशीनिंग टूलपाथ,machining toolpath
मशीनिंग विस्तार,Machining extension
महत्वपूर्ण तापमान विशेषता,critical temperature attribute
माइग्रेशन पाथ,migration path
मानक उपस्थिति,standard appearance
माप डेटा,measurement data
मार्कअप,markup
मिटर,miter
मिट्रेड कॉर्नर,mitred corner
मिनी टूलबार,mini toolbar
मिरर प्लेन,mirror plane
मिलिंग ऑपरेशन,milling operation
मिलिंग टूल,milling tool
मुख्य बिंदु,key point
मुड़ा हुआ टयूबिंग रूट,bent tubing route
मूल कार्य फ़ीचर,origin work feature
मेटल पाउडर बेड फ़्यूज़न (MPBF),metal powder bed fusion
मेटल पाउडर बेड फ़्यूज़न (MPBF) प्रक्रिया,metal powder bed fusion process
मेश,mesh
मेश व्यू,mesh view
मेशर,mesher
मैट्रिक्स,matrix
मैनिपुलेटर,manipulator
मैनुअल मशीन,manual machine
मॉडरेटर,moderator
मॉडल अनुवाद,model translation
मॉडल कठोरता,model stiffness
मॉडल जटिलता,model complexity
मॉडल फ़ाइल,model files
मॉडल व्यू,model view
मॉडल सीमाएं,model limits
मोल्ड,mold
मोल्ड का आधार,mold base
मोल्डिंग विंडो,molding window
मौजूदा निर्देशिका,current directory
यंत्रवत गति,mechanistic movement
यथार्थवादी उपस्थिति,realistic appearance
यॉ,yaw
योगात्मक प्रौद्योगिकी,additive technology
योगात्मक विनिर्माण सिमुलेशन,additive manufacturing simulation
यौगिक छिद्र,compound hole
रंग पैलेट,colour palette
रंगीकरण विकल्प,colorization options
रंगीन कंफ़ेद्दी,colored confetti
रखा गया फ़ीचर,placed feature
रज़ाई की तरह,quilt
रनऑफ़ लूप,runoff loop
रनऑफ़ सतह,runoff surface
रफिंग टुकड़ा,roughing slice
रफिंग रणनीति,roughing strategy
राइडर,rider
राहत अवशेष मूल्य,relief remnant value
रिकोटर,recoater
रिकोटर निकासी,recoater clearance
रिकोटिंग,recoating
रिज़र्वेशन,reservation
रिट्रेक्ट दूरी,retract distance
रिब चम्फर,rib chamfer
रिब फ़िलेट,rib fillet
रिबन केबल,ribbon cable
रिस्टोर्ड पैटर्न तत्व,restored pattern element
री-इंडेक्स,re-index
रूप रणनीति,morph strategy
रेंडमाइज़ सीम,randomized seam
रेसिन पहचान कोड,resin identification code
रैंप,ramp
रैखिक वैश्विक भार,linear global load
रोटरी B ऐक्सिस,rotary B axis
रोटरी C ऐक्सिस,rotary C axis
रोटरी दिशा,rotary direction
लक्ष्य घटक,target component
लक्ष्य बिंदु,target point
लक्ष्य सुरक्षा कारक,target safety factor
लर्निंग इन्वेंटर 2010,Learning Inventor 2010
लांच पैड,Launchpad
लाइन स्टाइल टूलपाथ,line style toolpath
लाइव अपडेट,live update
लाइव एनेबलर,Live Enabler
लाइसेंस सर्वर,license server
लिप और नाली,lip and groove
लिप फ़ीचर,lip feature
लीज़ की अवधि,lease period
लीड कोण,lead angle
लूप,loop
लेज़र जंप डीले,laser jump delay
लेज़र पॉलीगन डीले,laser polygon delay
लेज़र मार्क डीले,laser mark delay
लेसर संस्करण,lesser version
लैंग्वेज पैक,language pack
लैंडिंग सतह,landing surface
लॉक सेट,lock set
लॉलीपॉप मिल,lollipop mill
लोकेशन रिंग,location ring
लोड आरेख,load diagram
वक्र एडिटर,curve editor
वक्र जानकारी,curve information
वक्र परिभाषा,curve definition
वक्रता कंघी,curvature comb
वक्रता सतत फ़िलेट,curvature continuous fillet
वर्क ऐक्सिस,work axis
वर्क प्लेन,work plane
वर्क फ़ीचर,work feature
वर्क सतह,work surface
वर्कपीस,workpiece
वर्कप्लेन,workplane
वर्कसमूह,workgroup
वर्ग इंच,square inch
वस्तु श्रेणी,object category
वायर फ़ीडरेट,wire feedrate
वायर रन,wire run
वायरफ़्रेम,wireframe
वायरफ़्रेम डिस्प्ले,wireframe display
वायु संवहन,air convection
वाल्व गेट,valve gate
वाहक,carrier
विज़ुअलाइज़ेशन फ़ाइल,visualization file
विनिर्माण टूलपाथ रणनीतियाँ,manufacturing toolpath strategies
विनिर्माण वातावरण,manufacturing environment
विनिर्माण विस्तार,manufacturing extension
विभाजित रिवेट,split rivet
विभाजित सतह,split surface
विश्लेषण का समय,analysis time
विश्लेषणात्मक सतह,analytical surface
विष का अनुपात,Poisson ratio
वी बट,v butt
वी-बेल्ट,v-belt
वेंट या बाहर निकलने देना,vent
वेक्टर,vector
वेज़,wedge
वेब,web
वेब की मोटाई,web thickness
वेल्ड क्षति,weld damage
वेल्ड प्रतीक,weld symbol
वेल्ड लाइन,weld line
वैकल्पिक युनिट,alternate unit
वैल्डिंग नेक फ्लांज,welding neck flange
वैश्विक समन्वय प्रणाली,global coordinate system
वॉक्सेल रेज़ॉल्यूशन,voxel resolution
वॉल निकासी,wall clearance
वॉल शीर तनाव,wall shear stress
वॉल्ट अकाउंट,Vault account
वॉल्ट ब्लॉग,Vault blog
वॉल्टिंग प्रतिबंध,vaulting restriction
वॉल्टेड संस्करण,vaulted version
वॉल्यूमेट्रिक प्रवाह दर,volumetric flow rate
वोर्टेक्स टूलपाथ,vortex toolpath
व्यवस्थापक,administrator
व्यास,diameter
व्यूवर मोड,viewer mode
व्रेप विज़ार्ड,Wrap Wizard
शाफ़्ट ऊपरी व्यास,shaft upper diameter
शाफ़्ट सेगमेंट की ऊंचाई,shaft segment height
शासित सतह,ruled surface
शीट बार,sheet bar
शीट मेटल,sheet metal
शीट मेटल नियम,sheet metal rule
शीट मेटल फ़ीचर्स,sheet metal features
शीट मेटल फ़ेस,sheet metal face
शीतलक,coolant
शीतलक विकल्प,coolant options
शीर दर,shear rate
शीर हीटिंग,shear heating
शीर्ष,vertex
शेरा प्रिंटर्स,Shera printers
शेल,shell
शैंक,shank
शैंक निकासी,shank clearance
शैंक प्रोफ़ाइल,shank profile
शो मी ऐनिमेशन,Show Me animation
श्रिंकव्रैप,shrinkwrap
श्रिंकव्रैप विकल्प,shrinkwrap substitute
श्रृंखला आयाम,chain dimension
श्रृंखला चयन,chain selection
श्रेणी,range
संकुचन,shrinkage
संदर्भ ज्यामिति,reference geometry
संदर्भ डिज़ाइन,reference design
संदर्भित ऑब्जेक्ट,referenced object
संदर्भित घटक,referenced component
संपर्क बिंदु,contact point
संपर्क बिंदु सीमा,contact point boundary
संयुक्त उत्पत्ति,joint origin
संयुक्त उद्गम बिंदु,joint origin point
संयोग बाधा,coincident constraint
संरचनात्मक बकलिंग अध्ययन,structural buckling study
संरचनात्मक बकलिंग सिमुलेशन,structural buckling simulation
संरचनात्मक सदस्य,structural member
संरेखण,alignment
संरेखित सेक्शन व्यू,aligned section view
सकारात्मक दिशा,positive direction
सतह,surface
सतह की छंटाई,surface trimming
सतह की बनावट,surface texture
सतह को बढ़ावा देना,promote surface
सतह जांच,surface probe
सतह निरीक्षण समूह,surface inspection group
सतह प्रक्षेपण,surface projection
सतह सामान्य,surface normal
सतह सामान्य आर्क,surface normal arc
सतही निकाय,surface body
सतही फ़िलेट,surface fillet
सतही फ़ेस,surface face
