source,target
Alat Pindah 3D,3D Move gizmo
Alat Putar 3D,3D Rotate gizmo
Alat Skala 3D,3D Scale gizmo
Alat Stok,Stock Tool
ALIASEDIT,ALIASEDIT
ALIGNSPACE,ALIGNSPACE
ALKIS,ALKIS
ALLPLAY,ALLPLAY
alur kerja,workflows
alur syal,scarf groove
Alur U,U groove
AMECONVERT,AMECONVERT
analisis draf,draft analysis
analisis kelengkungan,curvature analysis
analisis permukaan,surface analysis
analisis zebra,zebra analysis
ANALYSISCURVATURE,ANALYSISCURVATURE
ANALYSISDRAFT,ANALYSISDRAFT
ANALYSISOPTIONS,ANALYSISOPTIONS
ANALYSISZEBRA,ANALYSISZEBRA
ANIPATH,ANIPATH
ANNORESET,ANNORESET
ANNOUPDATE,ANNOUPDATE
anoda,anode
anotasi,annotation
antarmuka pengguna multibahasa,multilanguage user interface
APERTURE,APERTURE
Aplikasi AutoCAD Seluler,Autocad Mobile app
APPAUTOLOADER,APPAUTOLOADER
APPLOAD,APPLOAD
arah aliran,flow direction
arah jejak,trace direction
arah ke atas,up direction
arah utara,northing
ARCTEXT,ARCTEXT
area pembatas,bounding area
area yang dibatasi,bounded area
ARG,ARG
array asosiatif,associative array
array jalur,path array
array linier,linear array
array non-asosiatif,non-associative array
array polar,polar array
ARRAYCLASSIC,ARRAYCLASSIC
ARRAYCLOSE,ARRAYCLOSE
ARRAYEDIT,ARRAYEDIT
ARRAYPATH,ARRAYPATH
ARRAYPOLAR,ARRAYPOLAR
ARRAYRECT,ARRAYRECT
ARX,ARX
Asisten Autodesk,Autodesk Assistant
asosiasi dimensi,dimension association
ASSISTANTCLOSE,ASSISTANTCLOSE
ASSISTANTOPEN,ASSISTANTOPEN
ATIL,ATIL
ATTACHURL,ATTACHURL
ATTDEF,ATTDEF
ATTDISP,ATTDISP
ATTEDIT,ATTEDIT
ATTEXT,ATTEXT
ATTIN,ATTIN
ATTIPEDIT,ATTIPEDIT
ATTOUT,ATTOUT
ATTREDEF,ATTREDEF
ATTSYNC,ATTSYNC
AutoCAD Seluler,AutoCAD Mobile
AUTODESKCONNECTIONPOINT,AUTODESKCONNECTIONPOINT
azimut,azimuth
BACTION,BACTION
BACTIONBAR,BACTIONBAR
BACTIONSET,BACTIONSET
BACTIONTOOL,BACTIONTOOL
bagian langsung,live section
Bahasa Lembar Gaya yang Dapat Diperluas,Extensible Stylesheet Language
baki kabel,cable tray
balon koleksi,collected balloons
bantalan sentuh,trackpad
baris BOM dikelompokkan,grouped BOM row
basis aturan,rule base
BASSOCIATE,BASSOCIATE
batas bagian,section boundary
batasan,constraint
batasan dimensi,dimension constraint
batasan dimensional,dimensional constraint
batasan dinamis,dynamic constraint
batasan kolinear,colinear constraint
batasan referensi,reference constraint
batasan yang didorong,driven constraint
BATTMAN,BATTMAN
BATTORDER,BATTORDER
BAUTHORPALETTE,BAUTHORPALETTE
BAUTHORPALETTECLOSE,BAUTHORPALETTECLOSE
Bayangan Gooch,Gooch shading
BCLOSE,BCLOSE
BCONSTRUCTION,BCONSTRUCTION
BCOUNT,BCOUNT
BCPARAMETER,BCPARAMETER
BCYCLEORDER,BCYCLEORDER
BDA,BDA
BEDIT,BEDIT
Belajar AutoCAD 2010,Learning AutoCAD 2010
benjolan,bump
berkas web,web file
BESETTINGS,BESETTINGS
BEXTEND,BEXTEND
BGRIPSET,BGRIPSET
BHATCH,BHATCH
bidang bagian,section plane
bidang kliping,clipping plane
bidang kliping depan,front clipping plane
bidikan sinematik,cinematic shot
bilah batasan,constraint bar
bingkai,frame
bingkai kawat,wireframe
bingkai regang,stretch frame
BLOB,BLOB
BLOCKICON,BLOCKICON
BLOCKNAVIGATE,BLOCKNAVIGATE
BLOCKREPLACE,BLOCKREPLACE
BLOCKSDATAOPTION,BLOCKSDATAOPTION
BLOCKSPALETTE,BLOCKSPALETTE
BLOCKSPALETTECLOSE,BLOCKSPALETTECLOSE
BLOCKTOXREF,BLOCKTOXREF
blok judul,title block
blok label,label block
blok pengganti,substitute block
blok pintar,smart block
BLOOKUPTABLE,BLOOKUPTABLE
BMAKE,BMAKE
BMOD,BMOD
BMPOUT,BMPOUT
BOM,BOM
BPARAMETER,BPARAMETER
BPOLY,BPOLY
BREAKATPOINT,BREAKATPOINT
BREP,BREP
BREPLACE,BREPLACE
browser katalog,catalog browser
BROWSERCLOSE,BROWSERCLOSE
BROWSEROPEN,BROWSEROPEN
BSAVE,BSAVE
BSAVEAS,BSAVEAS
BSCALE,BSCALE
BTABLE,BTABLE
BTESTBLOCK,BTESTBLOCK
BTRIM,BTRIM
buang,dump
Buat & Edit Interaktif,Interactive Create & Edit
busur,arc
BVHIDE,BVHIDE
BVSHOW,BVSHOW
BVSTATE,BVSTATE
BYBLOCK,BYBLOCK
BYLAYER,BYLAYER
CAL,CAL
campuran alfa,alpha-blend
catatan datum,datum note
CDORDER,CDORDER
celah,gap
celah percikan,spark gap
celah ujung pipa,pipe gap end
CENTERDISASSOCIATE,CENTERDISASSOCIATE
CENTERREASSOCIATE,CENTERREASSOCIATE
CENTERRESET,CENTERRESET
chamfer,chamfer
CHAMFEREDGE,CHAMFEREDGE
CHECKSTANDARDS,CHECKSTANDARDS
CHPROP,CHPROP
CHSPACE,CHSPACE
CHURLS,CHURLS
cincin tumpang tindih,overlapping ring
CLASSICGROUP,CLASSICGROUP
CLASSICIMAGE,CLASSICIMAGE
CLASSICINSERT,CLASSICINSERT
CLASSICLAYER,CLASSICLAYER
CLASSICXREF,CLASSICXREF
CLEANSCREENOFF,CLEANSCREENOFF
CLEANSCREENON,CLEANSCREENON
CLIPIT,CLIPIT
CLOB,CLOB
CLOSEALL,CLOSEALL
CLOSEALLOTHER,CLOSEALLOTHER
cold grip,cold grip
COMMANDLINE,COMMANDLINE
COMMANDLINEHIDE,COMMANDLINEHIDE
COMMANDMACROS,COMMANDMACROS
COMMANDMACROSCLOSE,COMMANDMACROSCLOSE
COMPARECLOSE,COMPARECLOSE
COMPAREEXPORT,COMPAREEXPORT
COMPAREIMPORT,COMPAREIMPORT
COMPAREINFO,COMPAREINFO
CONSTRAINTBAR,CONSTRAINTBAR
CONSTRAINTSETTINGS,CONSTRAINTSETTINGS
CONVERTCTB,CONVERTCTB
CONVERTOLDLIGHTS,CONVERTOLDLIGHTS
CONVERTOLDMATERIALS,CONVERTOLDMATERIALS
CONVERTPOLY,CONVERTPOLY
CONVERTPSTYLES,CONVERTPSTYLES
CONVTOMESH,CONVTOMESH
CONVTONURBS,CONVTONURBS
CONVTOSOLID,CONVTOSOLID
CONVTOSURFACE,CONVTOSURFACE
COORDINATIONMODELATTACH,COORDINATIONMODELATTACH
COPYBASE,COPYBASE
COPYCLIP,COPYCLIP
COPYFROMTRACE,COPYFROMTRACE
COPYHIST,COPYHIST
COPYLINK,COPYLINK
COPYM,COPYM
COPYTOLAYER,COPYTOLAYER
COUNTAREA,COUNTAREA
COUNTAREACLOSE,COUNTAREACLOSE
COUNTCLOSE,COUNTCLOSE
COUNTFIELD,COUNTFIELD
COUNTLIST,COUNTLIST
COUNTLISTCLOSE,COUNTLISTCLOSE
COUNTNAVNEXT,COUNTNAVNEXT
COUNTNAVPREV,COUNTNAVPREV
COUNTTABLE,COUNTTABLE
CRS,CRS
CSS,CSS
CUIEXPORT,CUIEXPORT
CUIIMPORT,CUIIMPORT
CUILOAD,CUILOAD
CUIUNLOAD,CUIUNLOAD
CUSTOMIZE,CUSTOMIZE
CUTBASE,CUTBASE
CUTCLIP,CUTCLIP
CVADD,CVADD
CVHIDE,CVHIDE
CVREBUILD,CVREBUILD
CVREMOVE,CVREMOVE
CVSHOW,CVSHOW
CWFU,CWFU
daftar bahan,bill of materials
daftar blok terbaru,recent blocks list
daftar komponen,component list
daftar nosel,nozzle list
daftar patch,patch list
daftar ringkasan garis,line summary list
dasbor proyek,project dashboard
DATAEXTRACTION,DATAEXTRACTION
DATALINK,DATALINK
DATALINKUPDATE,DATALINKUPDATE
datum,datum
DBCCONFIGURE,DBCCONFIGURE
DBCCONNECT,DBCCONNECT
DBCDEFINELLT,DBCDEFINELLT
DBCDEFINELT,DBCDEFINELT
DBCDELETELINKS,DBCDELETELINKS
DBCDELETELLT,DBCDELETELLT
DBCDELETELT,DBCDELETELT
DBCDELETEQRY,DBCDELETEQRY
DBCDISCONNECT,DBCDISCONNECT
DBCEDITLINKEDTABLE,DBCEDITLINKEDTABLE
DBCEDITLLT,DBCEDITLLT
DBCEDITLT,DBCEDITLT
DBCEDITQRY,DBCEDITQRY
DBCEDITTABLE,DBCEDITTABLE
DBCEXECUTEQRY,DBCEXECUTEQRY
DBCEXPORTLINKS,DBCEXPORTLINKS
DBCEXPORTQS,DBCEXPORTQS
DBCEXPORTTS,DBCEXPORTTS
DBCHIDELABELS,DBCHIDELABELS
DBCIMPORTQRY,DBCIMPORTQRY
DBCIMPORTQS,DBCIMPORTQS
DBCIMPORTTS,DBCIMPORTTS
DBCLINKCONVERSION,DBCLINKCONVERSION
DBCLINKMANAGER,DBCLINKMANAGER
DBCONNECT,DBCONNECT
DBCRELOADLABELS,DBCRELOADLABELS
DBCSELECTLINKS,DBCSELECTLINKS
DBCSHOWLABELS,DBCSHOWLABELS
DBCVIEWLINKEDTABLE,DBCVIEWLINKEDTABLE
DBCVIEWTABLE,DBCVIEWTABLE
DBLIST,DBLIST
DCALIGNED,DCALIGNED
DCANGULAR,DCANGULAR
DCCONVERT,DCCONVERT
DCDIAMETER,DCDIAMETER
DCDISPLAY,DCDISPLAY
DCFORM,DCFORM
DCHORIZONTAL,DCHORIZONTAL
DCLINEAR,DCLINEAR
DCRADIUS,DCRADIUS
DCVERTICAL,DCVERTICAL
DDATTE,DDATTE
DDGRIPS,DDGRIPS
DDIM,DDIM
DDINSERT,DDINSERT
DDPLOTSTAMP,DDPLOTSTAMP
DDRMODES,DDRMODES
DDSELECT,DDSELECT
DDSTYLE,DDSTYLE
DDUCS,DDUCS
DDUCSP,DDUCSP
DDUNITS,DDUNITS
DDVPOINT,DDVPOINT
DEFINISI,DEFPOINTS
definisi blok,block definition
DELCONSTRAINT,DELCONSTRAINT
desain bentuk bebas,freeform design
Desain Format Web,Design Web Format
DESKTOPANALYTICS,DESKTOPANALYTICS
DETACHURL,DETACHURL
DGNADJUST,DGNADJUST
DGNATTACH,DGNATTACH
DGNBIND,DGNBIND
DGNCLIP,DGNCLIP
DGNEXPORT,DGNEXPORT
DGNIMPORT,DGNIMPORT
DGNLAYERS,DGNLAYERS
DGNMAPPING,DGNMAPPING
diagram skematik,schematic diagram
dialog XAML,XAML dialog
diameter,diameter
DIGITALSIGN,DIGITALSIGN
DIM1,DIM1
DIMALIGNED,DIMALIGNED
DIMANGULAR,DIMANGULAR
DIMARC,DIMARC
DIMBASELINE,DIMBASELINE
DIMBREAK,DIMBREAK
DIMCENTER,DIMCENTER
DimConstraint,DimConstraint
DIMCONTINUE,DIMCONTINUE
DIMDIAMETER,DIMDIAMETER
DIMDISASSOCIATE,DIMDISASSOCIATE
DIMEDIT,DIMEDIT
Dimensi Cepat,Quick Dimension
dimensi inspeksi,inspection dimension
dimensi linier,linear dimension
dimensi ordinat,ordinate dimension
dimensi penggerak,driving dimension
dimensi yang dapat diseret,draggable dimension
dimensi yang sejajar,aligned dimension
DIMEX,DIMEX
DIMHORIZONTAL,DIMHORIZONTAL
DIMIM,DIMIM
DIMINSPECT,DIMINSPECT
DIMJOGGED,DIMJOGGED
DIMJOGLINE,DIMJOGLINE
DIMLINEAR,DIMLINEAR
DIMORDINATE,DIMORDINATE
DIMOVERRIDE,DIMOVERRIDE
DIMRADIUS,DIMRADIUS
DIMREASSOC,DIMREASSOC
DIMREASSOCIATE,DIMREASSOCIATE
DIMREGEN,DIMREGEN
DIMROTATED,DIMROTATED
DIMSPACE,DIMSPACE
Dimstyle,Dimstyle
DIMTEDIT,DIMTEDIT
DIMVERTICAL,DIMVERTICAL
direktori saat ini,current directory
DIST,DIST
DISTANTLIGHT,DISTANTLIGHT
distribusi normal,normal distribution
DMS,DMS
DOF,DOF
DOWNLOADMANAGER,DOWNLOADMANAGER
DPI,DPI
DRAGMODE,DRAGMODE
Drawing Interchange Format,Drawing Interchange Format
DRAWINGRECOVERY,DRAWINGRECOVERY
DRAWINGRECOVERYHIDE,DRAWINGRECOVERYHIDE
DRAWORDER,DRAWORDER
DROPGEOM,DROPGEOM
DSETTINGS,DSETTINGS
DTED,DTED
DTEXT,DTEXT
dukungan pelanggan,customer support
DVIEW,DVIEW
DWF,DWF
DWFADJUST,DWFADJUST
DWFATTACH,DWFATTACH
DWFCLIP,DWFCLIP
DWFFORMAT,DWFFORMAT
DWFLAYERS,DWFLAYERS
DWG TrueConvert,DWG TrueConvert
DWGCONVERT,DWGCONVERT
DWGHISTORY,DWGHISTORY
DWGHISTORYCLOSE,DWGHISTORYCLOSE
DWGPROPS,DWGPROPS
DXBIN,DXBIN
DXF,DXF
DXFIN,DXFIN
DXFOUT,DXFOUT
EATTEDIT,EATTEDIT
EATTEXT,EATTEXT
EDGESURF,EDGESURF
edit di tempat,edit in place
editor CUI,CUI editor
Editor Konten,Content Editor
editor tanda air,watermark editor
Editor Tindakan,Action Editor
EDITSHOT,EDITSHOT
EDITTABLECELL,EDITTABLECELL
EDITTIME,EDITTIME
ejektor,ejector
ekspresi parametrik,parametric expression
ekstensi QDIM asosiatif,associative QDIM extension
Ekstensi Tanda Tangan Digital,Digital Signature extension
ELEV,ELEV
Entitas AEC,AEC entity
EPLOTEXT,EPLOTEXT
ESW,ESW
ETRANSMIT,ETRANSMIT
EXOFFSET,EXOFFSET
EXPLAN,EXPLAN
EXPORTDWF,EXPORTDWF
EXPORTDWFX,EXPORTDWFX
EXPORTLAYOUT,EXPORTLAYOUT
EXPORTPDF,EXPORTPDF
EXPORTSETTINGS,EXPORTSETTINGS
EXPORTTOAUTOCAD,EXPORTTOAUTOCAD
EXPORTUSERSETTINGS,EXPORTUSERSETTINGS
EXPRESSMENU,EXPRESSMENU
EXPRESSTOOLS,EXPRESSTOOLS
Extensible Markup Language,Extensible Markup Language
EXTERNALREFERENCESCLOSE,EXTERNALREFERENCESCLOSE
EXTRIM,EXTRIM
FADEMARKUP,FADEMARKUP
faktor tonjolan,bulge factor
FASTSEL,FASTSEL
FDO,FDO
FG,FG
file bantuan yang diperluas,extended help file
file lisp,lisp file
file log migrasi,migration log file
FILEOPEN,FILEOPEN
FILETAB,FILETAB
FILETABCLOSE,FILETABCLOSE
FILLETEDGE,FILLETEDGE
fitur,features
fitur jejak,trace feature
FLATSHOT,FLATSHOT
flyout,flyout
fly-out,fly-out
folder gambar,drawing folder
folder yang ditonton,watched folder
FREESPOT,FREESPOT
FREEWEB,FREEWEB
frekuensi poling,polling frequency
FS,FS
fungsi pintasan,shortcut function
fungsionalitas,functionality
gambar bitonal,bitonal image
gambar isometrik produksi,production isometric drawing
gambar parametrik,parametric drawing
garis atas,overline
garis bujur,longitude
garis cermin,mirror line
garis dimensi,dimension line
garis ekstensi,extension line
garis konstruksi,construction line
garis luar,overlining
garis perutean,routing line
garis poli,polyline
garis potong,cutting line
garis properti,property line
garis tengah,center line
garis tidak jelas,obscured line
gasifikasi bahan bakar,fuel gasifier
GATTE,GATTE
gaya dimensi,dimension style
gaya mleader default,default mleader style
gaya multileader,multileader style
gaya normal,normal style
gaya penampilan,appearance style
gaya plot,plot style
gaya plot default,default plot style
gaya tabel default,default table style
GCCOINCIDENT,GCCOINCIDENT
GCCOLLINEAR,GCCOLLINEAR
GCCONCENTRIC,GCCONCENTRIC
GCEQUAL,GCEQUAL
GCFIX,GCFIX
GCHORIZONTAL,GCHORIZONTAL
GCPARALLEL,GCPARALLEL
GCPERPENDICULAR,GCPERPENDICULAR
GCSMOOTH,GCSMOOTH
GCSYMMETRIC,GCSYMMETRIC
GCTANGENT,GCTANGENT
GCVERTICAL,GCVERTICAL
GEOGRAPHICLOCATION,GEOGRAPHICLOCATION
GEOLOCATEME,GEOLOCATEME
GEOMAPIMAGE,GEOMAPIMAGE
GEOMAPIMAGEUPDATE,GEOMAPIMAGEUPDATE
GEOMARKLATLONG,GEOMARKLATLONG
GEOMARKME,GEOMARKME
GEOMARKPOINT,GEOMARKPOINT
GEOMARKPOSITION,GEOMARKPOSITION
GEOMCONSTRAINT,GEOMCONSTRAINT
GEOREMOVE,GEOREMOVE
GEOREORIENTMARKER,GEOREORIENTMARKER
GETSEL,GETSEL
GIS,GIS
glif kamera,camera glyph
Google Earth,Google Earth
GOTOSTART,GOTOSTART
GOTOURL,GOTOURL
GRAPHICSCONFIG,GRAPHICSCONFIG
GRAPHSCR,GRAPHSCR
GROUPEDIT,GROUPEDIT
halaman tab,tab page
HATCHEDIT,HATCHEDIT
HATCHGENERATEBOUNDARY,HATCHGENERATEBOUNDARY
HATCHSETBOUNDARY,HATCHSETBOUNDARY
HATCHSETORIGIN,HATCHSETORIGIN
HATCHTOBACK,HATCHTOBACK
HIDEOBJECTS,HIDEOBJECTS
HIDEPALETTES,HIDEPALETTES
HIGHLIGHTNEW,HIGHLIGHTNEW
HLSETTINGS,HLSETTINGS
hot grip,hot grip
hull kontrol,control hull
hull sekumpulan titik kontrol,control vertices hull
hull titik sudut kontrol,control vertex hull
HYPERLINKBACK,HYPERLINKBACK
HYPERLINKFWD,HYPERLINKFWD
HYPERLINKOPEN,HYPERLINKOPEN
HYPERLINKOPTIONS,HYPERLINKOPTIONS
HYPERLINKSTOP,HYPERLINKSTOP
IGESEXPORT,IGESEXPORT
IGESIMPORT,IGESIMPORT
IMAGEADJUST,IMAGEADJUST
IMAGEAPP,IMAGEAPP
IMAGEATTACH,IMAGEATTACH
IMAGECLIP,IMAGECLIP
IMAGEEDIT,IMAGEEDIT
IMAGEOVERLAP,IMAGEOVERLAP
IMAGEQUALITY,IMAGEQUALITY
IMPORTUSERSETTINGS,IMPORTUSERSETTINGS
indeks pembiasan,refraction index
indeks warna,index color
Indeks warna AutoCAD,AutoCAD color index
Indikator i-drop,i-drop Indicator
informasi geospasial,geospatial information
input penunjuk,pointer input
INPUTSEARCHOPTIONS,INPUTSEARCHOPTIONS
INSERTCONTENT,INSERTCONTENT
INSERTDRAWINGASBLOCK,INSERTDRAWINGASBLOCK
INSERTOBJ,INSERTOBJ
inspektur properti,properties inspector
irisan melintang,cross section
ISA,ISA
isi pelilitan,winding fill
ISODRAFT,ISODRAFT
isolasi pipa,pipe insulation
ISOLATEOBJECTS,ISOLATEOBJECTS
isoline,isoline
isoparm,isoparm
jalur alat,toolpath
jalur gradien,gradient ramp
jalur sapuan,sweep path
jarak akor busur,arc-chord distance
jarak iluminasi,illuminance distance
jaring,mesh
jaring polifaset,polyface mesh
jaring poligon,polygon mesh
jaring subdivisi,subdivision mesh
jaring tabel,tabulated mesh
jejak palet,trace palette
jendela sekunder yang ditingkatkan,enhanced secondary window
jendela tersirat,implied windowing
jepret objek persisten,persistent object snap
JepretPolar,PolarSnap
JPGOUT,JPGOUT
JUSTIFYTEXT,JUSTIFYTEXT
kalibrasi kamera,camera calibration
kamus multibahasa,multi language dictionary
karakter objek besar,character large object
karakter pengganti,wildcard
katup penutup,shut off valve
kedalaman alur,groove depth
kedalaman bidang,depth of field
kedap air,watertight
kekasaran,roughness
kelas lebih renda,below grade
kemacetan gambar,drawing congestion
kendala anotasi,annotational constraint
kendala geometris,geometric constraint
Keyhole Markup Language,Keyhole Markup Language
Kisi BOM,BOM grid
kisi jepret,snap grid
kisi referensi,reference grid
KML,KML
KMZ,KMZ
Kode EPSG,EPSG code
kode permintaan,request code
koleksi,collection
kombinasi kode,code combination
komponen skematik,schematic component
komposit padat,composite solid
kompresi,compression
kondisi berhenti,stop condition
konteks render,render context
Konten AEC,AEC content
Konversi DWG,DWG Convert
kuadrat terbalik,inverse square
kurva jalur,path curve
kurva periodik,periodic curve
kurva profil,profile curve
laju baud,baud rate
laju bingkai,frame rate
lampu jaring,web light
lapisan,layer
laporan konversi spek,spec conversion report
las alur kemiringan,bevel groove weld
layanan pemetaan web,web mapping service
layar selamat datang,welcome screen
LAYCUR,LAYCUR
LAYDEL,LAYDEL
LAYERCLOSE,LAYERCLOSE
LAYERP,LAYERP
LAYERPALETTE,LAYERPALETTE
LAYERPMODE,LAYERPMODE
LAYERSTATE,LAYERSTATE
LAYERSTATESAVE,LAYERSTATESAVE
LAYFRZ,LAYFRZ
LAYISO,LAYISO
LAYLCK,LAYLCK
LAYMCH,LAYMCH
LAYMCUR,LAYMCUR
LAYMRG,LAYMRG
LAYOFF,LAYOFF
LAYON,LAYON
LAYOUTMERGE,LAYOUTMERGE
LAYOUTWIZARD,LAYOUTWIZARD
LAYTHW,LAYTHW
LAYTRANS,LAYTRANS
LAYULK,LAYULK
LAYUNISO,LAYUNISO
LAYVPI,LAYVPI
LAYWALK,LAYWALK
lebar pena,pen width
lembar gaya berjenjang,cascading style sheets
Lengkapi Otomatis,AutoComplete
LIGHTLIST,LIGHTLIST
LIGHTLISTCLOSE,LIGHTLISTCLOSE
Lihat roda Objek,View Object wheel
Lingkungan AutoLISP,AutoLISP environment
Lingkungan Desain Ganda,Multiple Design Environment
linier terbalik,inverse linear
lintang,latitude
LOGFILEOFF,LOGFILEOFF
LOGFILEON,LOGFILEON
lokasi,location
lokasi blok terbaru,recent blocks location
LSP,LSP
LSPSURF,LSPSURF
LTSCALE,LTSCALE
LWEIGHT,LWEIGHT
MAKELISPAPP,MAKELISPAPP
MAKEPREVIEW,MAKEPREVIEW
MANAGEUPLOADS,MANAGEUPLOADS
MARKUPASSIST,MARKUPASSIST
MARKUPCLOSE,MARKUPCLOSE
MARKUPIMPORT,MARKUPIMPORT
MASSPROP,MASSPROP
MATBROWSERCLOSE,MATBROWSERCLOSE
MATBROWSEROPEN,MATBROWSEROPEN
MATCHCELL,MATCHCELL
MATCHPROP,MATCHPROP
MATEDITORCLOSE,MATEDITORCLOSE
MATEDITOROPEN,MATEDITOROPEN
MATERIALASSIGN,MATERIALASSIGN
MATERIALATTACH,MATERIALATTACH
MATERIALMAP,MATERIALMAP
MATERIALSCLOSE,MATERIALSCLOSE
MATLIB,MATLIB
MDE,MDE
MEASUREGEOM,MEASUREGEOM
memutus perulangan,break loop
mengganti tema,override theme
mental ray,mental ray
MENULOAD,MENULOAD
MENUUNLOAD,MENUUNLOAD
MEP,MEP
MESHCAP,MESHCAP
MESHCOLLAPSE,MESHCOLLAPSE
MESHCREASE,MESHCREASE
MESHEXTRUDE,MESHEXTRUDE
MESHMERGE,MESHMERGE
MESHOPTIONS,MESHOPTIONS
MESHPRIMITIVEOPTIONS,MESHPRIMITIVEOPTIONS
MESHREFINE,MESHREFINE
MESHSMOOTH,MESHSMOOTH
MESHSMOOTHLESS,MESHSMOOTHLESS
MESHSMOOTHMORE,MESHSMOOTHMORE
MESHSPIN,MESHSPIN
MESHSPLIT,MESHSPLIT
MESHUNCREASE,MESHUNCREASE
Mesin DCM,DCM Engine
mesin penghancur,comminuting machine
mesin rendering mental ray,mental ray rendering engine
MIGRATEMATERIALS,MIGRATEMATERIALS
minidump,minidump
MINSERT,MINSERT
MIRROR3D,MIRROR3D
MKLTYPE,MKLTYPE
MKSHAPE,MKSHAPE
MLD,MLD
MLEADER,MLEADER
MLEADERALIGN,MLEADERALIGN
MLEADERCOLLECT,MLEADERCOLLECT
MLEADEREDIT,MLEADEREDIT
MLEADERSTYLE,MLEADERSTYLE
MLEDIT,MLEDIT
MLSTYLE,MLSTYLE
MOCORO,MOCORO
mode campuran,blend mode
mode jepret objek,object snap mode
mode orto,ortho mode
mode plot bayangan,shade plot mode
model elevasi digital,digital elevation model
model industri,industry model
motor starter,motor starter
MOVEBAK,MOVEBAK
MPEDIT,MPEDIT
MREDO,MREDO
MSLIDE,MSLIDE
MSPACE,MSPACE
MSTRETCH,MSTRETCH
MTEDIT,MTEDIT
MTEXT,MTEXT
MTPROP,MTPROP
muka planar,planar face
Mulai Di folder,Start In folder
multileader,multileader
MvPart,MvPart
MVSETUP,MVSETUP
NANT,NANT
NAS,NAS
NAVBAR,NAVBAR
NAVSMOTION,NAVSMOTION
NAVSMOTIONCLOSE,NAVSMOTIONCLOSE
NAVSWHEEL,NAVSWHEEL
NAVVCUBE,NAVVCUBE
NCLOB,NCLOB
NCOPY,NCOPY
NETLOAD,NETLOAD
NEWSHEETSET,NEWSHEETSET
NEWSHOT,NEWSHOT
NEWVIEW,NEWVIEW
nilai area,area value
nilai asosiasi terminal,terminal association value
nomor katalog,catalog number
normal permukaan,surface normal
nosel yang diasumsikan,assumed nozzle
NPR,NPR
ObjectARX,ObjectARX
OBJECTSCALE,OBJECTSCALE
Objek AEC,AEC object
objek anotatif,annotative object
objek bagian,section object
objek biner besar,binary large object
Objek Kebijakan Grup,Group Policy Object
objek mleader,mleader object
objek pembuat blok,block authoring object
objek penghapusan,wipeout object
objek terbatas,constrained object
OFFSETEDGE,OFFSETEDGE
Ohm,Ohm
oktan,octant
OLECONVERT,OLECONVERT
OLELINKS,OLELINKS
OLEOPEN,OLEOPEN
OLERESET,OLERESET
OLESCALE,OLESCALE
ONLINEDESIGNSHARE,ONLINEDESIGNSHARE
opasitas,opacity
OPENDWFMARKUP,OPENDWFMARKUP
OPENFROMCLOUD,OPENFROMCLOUD
OPENFROMWEBMOBILE,OPENFROMWEBMOBILE
OPENSHEETSET,OPENSHEETSET
Opsi cepat,Quick option
OPTCHPROP,OPTCHPROP
orientasi,orientation
OSNAP,OSNAP
P&ID,P&ID
PAGESETUP,PAGESETUP
paket bahasa,language pack
paket konten,content pack
