source,target
Condizioni di servizio,terms of service
condotto,duct
configurazione affiancata,side-by-side configuration
conflitto di interesse,conflict of interest
conformità,compliance
conformità alle norme antisismiche,seismic conformance
consegna integrata del progetto,integrated project delivery
consenso del tutore,guardian consent
Consigli sulle prestazioni,Performance Recommendations
consumo,consumption
contabilizzazione dei ricavi,revenue accounting
Contattaci,Contact Us
Contattare Autodesk,Contact Autodesk
Content Experience Design,Content Experience Design
contorno di ritaglio,clipping boundary
Contract Manager,Contract Manager
contraffatto,counterfeit
Contratto ATC,ATC Agreement
contratto attivo,active contract
contratto del piano di manutenzione,maintenance plan contract
contratto di abbonamento pluriennale,multi-year subscription contract
Contratto di anteprima del prodotto,Pre-Release Products Agreement
Contratto di licenza con l'utente finale di App Store,app store end user license agreement
Contratto di licenza e servizi,License and Services Agreement
contratto di risparmio energetico garantito,energy savings performance contract
Contratto per distributori Autodesk,Autodesk Distributor Agreement
Contratto per rivenditori VAR Autodesk,Autodesk Value Added Reseller Agreement
contributo politico,political contribution
controllo di modifica del valore reale,real value edit control
controllo di protezione,security control
controllo esplicito,explicit control
controllo flessibile,flexible control
controllo interdisciplinare,inter-disciplinary check
controllo ortografico,spell-checking
convalida dei progetti,design validation
conversione dell'indirizzo di rete,network address translation
convezione naturale,natural convection
coordinamento multidisciplinare,multidiscipline coordination
coordinate locali,local coordinates
corso di mattoni verticali,brick soldier course
costo totale di gestione,total cost of ownership
costruzione,fabrication
costruzione semplificata,lean construction
costruzione solare passiva,passive solar construction
Country Marketing Manager,Country Marketing Manager
Country Sales Manager,Country Sales Manager
CPM,CPM
Creative Commons,Creative Commons
credenziali di accesso,login credentials
crediti cloud,cloud credits
credito di formazione continua (CEC),continuing education credit
criteri di aggiornamento,upgrade policy
criteri di rimborso,refund policy
Criteri relativi alle versioni di aggiornamento,Upgrade Version Policy
crittografia,encryption
CRM,CRM
CSAT,CSAT
CSI,CSI
CTA,CTA
CTB,CTB
CTO,CTO
cuboide,cuboid
cursore del mouse,mouse cursor
Customer Gallery,Customer Gallery
customer relationship management,customer relationship management
Customer Value Hub,Customer Value Hub
D&M,D&M
D&MwA,D&MwA
daemon,daemon
DAM,DAM
danneggiamento di file,file corruption
Dashboard sullo stato di salute dell'azienda,health of business dashboard
data center,data center
data di rilascio,release date
data di rinnovo del contratto,contract renewal date
data di rinnovo dell'abbonamento,subscription renewal date
dati di accesso,login details
dati personali,personal data
dati tecnici,engineering data
DCS,DCS
deflessione radiale,radial deflection
defun,defun
demo,demo
demo della funzionalità,feature demonstration
Demo delle funzionalità,Feature Demos
densità della mesh,mesh density
dentatrice a creatore,hobbing machine
deroga,waiver
descrizione comando di base,basic tooltip
descrizione comando visualizzata al passaggio del mouse sull'oggetto,object rollover tooltip
descrizione del prodotto,product description
descrizione del prodotto permanente,persistent product description
Descrizione dell'offerta di servizi,Service offering brief
Design Academy,Design Academy
Design Collaboration,Design Collaboration
Design Process Review,Design Process Review
designazione del livello,tier designation
Designers Accord,Designers Accord
destinazione i-drop,i-drop target
Dettagli del prodotto,Product Details
Developer Advocacy and Support,Developer Advocacy and Support
Developer Support Program,Developer Support Program
di qualità cinematografica,cinematic-quality
diagramma di compatibilità,compatibility chart
dichiarazione sull'impatto ambientale (EIS),environmental impact statement
didascalia,caption
difesa,defense
Digital Asset Management,Digital Asset Management
Digital Entertainment Creation,digital entertainment creation
Digital Experience and Customer Empowerment,Digital Experience and Customer Empowerment
Digital HIG,digital HIG
Digital Visual Interface,digital visual interface
Dimostrazione,Demonstration
directory di installazione,installation directory
directory principale,root directory
direttore finanziario,chief financial officer
Direttore marketing,Marketing Director
direttore tecnico,Chief Technical Officer
diritti di licenza flessibili,flexible licensing rights
Diritti di viaggio globali,Global Travel Rights
Diritti extraterritoriali,Extra Territory Rights
Diritti per le versioni precedenti,Previous Version Rights
Diritti per uso domestico,Home Use Rights
diritto,entitlement
diritto di utilizzo del software,software usage right
disco di archiviazione file multimediali,media storage disk
disegnatore,drafter
disegnatore di dettagli,detailer
disegno assonometrico,isometric drawing
disegno ortogonale,orthographic drawing
disinstallazione pulita,clean uninstall
dispositivo di puntamento,pointing device
distribuire,deploy
distributore VAD,Value Added Distributor
distribuzione del software,software distribution
distribuzione elettronica del software,electronic software distribution
docente,educator
docente professionista,professional instructor
documentazione,documentation
documentazione del modello,model documentation
documentazione di costruzione,construction documentation
domande critiche,anxiety question
Domande e risposte,Questions and Answers
Domande frequenti sulla gestione degli utenti,User Management FAQ
Domande frequenti sull'attivazione del prodotto,Product Activation FAQ
dotcom,dotcom
download elettronico,electronic download
Download lingue,Language Downloads
Download verificato in Autodesk App Store,Autodesk App Store Verified Download
DPR,DPR
driver del mouse,mouse driver
driver della scheda grafica,graphics card driver
driver video,video driver
Dropbox,Dropbox
DVAR,DVAR
DVI,DVI
DWG Extreme,DWG Extreme
DWGX,DWGX
Dynamic Switchable Graphics,Dynamic Switchable Graphics
Eagle,Eagle
ECaaS,ECaaS
eCommerce as a Service,eCommerce as a service
Editor blocchi locale,In-Place Block Editor
editor del Registro di sistema,Registry Editor
editor della scena,scene editor
editor di testo,text editor
EDT,EDT
Education Community,Education Community
effetto gelatinoso,blobby effect
efficienza energetica,energy efficiency
elaborazione in primo piano,foreground processing
Electronic Computer-Aided Design,electronic computer-aided design
Elenco dei prodotti idonei,Eligible Product List
Elenco dei prodotti idonei all'uso domestico,Home Use Eligible Product List
Elenco dei prodotti idonei per l'utilizzo delle versioni precedenti,Previous Version Eligible Product List
elenco di fogli,sheet list
Elenco di idoneità delle versioni precedenti,Previous Version Eligibility List
elenco di idoneità per il passaggio da un abbonamento ad un altro,Subscription to Subscription Eligibility List
elenco di idoneità per il passaggio dal piano di manutenzione all'abbonamento,Maintenance to Subscription Eligibility List
eliminare,purge
e-mail di completamento dell'ordine,order fulfillment email
embargo,embargo
emendamento,amendment
emissioni di anidride carbonica prodotte da Autodesk,Autodesk carbon footprint
EMS,EMS
energia rinnovabile,renewable energy
Energy Star,Energy Star
eNewsletter,eNewsletter
Engineering Exploration Workshop,Engineering Exploration Workshop
Engineer-To-Order,Engineer-to-Order
Enhanced KB,Enhanced KB
ente governativo,governmental agency
ente pubblico,government entity
Enterprise Flex,Enterprise Flex
Enterprise Priority Support,Enterprise Priority Support
Enterprise Resource Planning,enterprise resource planning
entità legale,legal entity
Entity-Component System,entity-component system
errore di comunicazione,communication failure
errore di licenza,licensing error
errore irreversibile,fatal error
esame di certificazione,certification exam
esclusione della faccia posteriore,backface cull
esercitazione,tutorial
esercitazione video,video tutorial
ESPC,ESPC
estensione del prodotto,product extension
estrazione di file,file extraction
estremità chiusa,closed end
etica aziendale,business ethics
etichetta,label
etichetta di ricerca,search tag
ETO,ETO
EUI,EUI
Event Publisher,Event Publisher
evento dei partner,partner event
evento di lancio/evento per il lancio,launch event
Expand the Base,Expand the Base
Express Service,Express Service
Express Tools,Express Tools
Fabrication Data Manager,fabrication data manager
Facebook,Facebook
famiglia,family
famiglia di prodotti,product family
Fatti contattare da Autodesk,Have Autodesk Call You
fattore di scala,scale factor
fattore di zoom,zoom factor
fatturazione ricorrente,recurring billing
FBIK,FBIK
FCS,FCS
FeatureCAM,FeatureCAM
fedeltà,fidelity
FEED,FEED
feed attività,activity feed
festività,holidays
Field Marketing,field marketing
file batch,batch file
file centrale,central file
file condiviso,workshared file
file della forma,shape file
file di font o di forma,font shape file
file di immagine master,master image file
file eseguibile,executable file
file Journal,journal file
filigrana,watermark
film e TV,film & TV
"film, videogiochi e televisione","film, games and television"
Filmbox,Filmbox
finanziamenti,financing
fine settimana,weekends
finestra di layout,layout viewport
finestra mobile,floating window
firmware,firmware
fitodepuratore,bioswale
flangia,flange
"flessibilità, personalizzabile in base alle esigenze, scalabilità","flexibility, customizable based on need, scalability"
FLEXnet Publisher,FLEXnet Publisher
Flickr,Flickr
FoMT,FoMT
fondi Co-Op,Co-Op Funds
forma organica,organic form
Formazione per competenze professionali Autodesk Route 66,Autodesk Route 66 Professional Skills Training
formazione per la certificazione Autodesk,Autodesk Certification Training
formazione personalizzata,self-paced training
FormIt,FormIt
fornitore di licenze,license supplier
fornitore di servizi di formazione indipendente,independent training provider
fornitore di software,software vendor
fornitore di software indipendente (ISV),independent software vendor
fornitura,provision
forum di Autodesk,Autodesk forum
forum di discussione,discussion forum
forze dell'ordine,law enforcement
foto ritratto,headshot
fps,fps
freccia di gruppo,panel arrow
frequenza naturale,natural frequency
Full System Commercial,full system commercial
Full-Body Inverse Kinematics,full-body inverse kinematics
funzionalità e caratteristiche,Features and Functions
Funzionalità e dimostrazioni,Features and Demonstrations
Funzionalità e specifiche,Features and Specifications
Funzionalità e vantaggi,Features and Benefits
funzionario pubblico,government official
Fusion,Fusion
Fusion 360,Fusion 360
Fusion Common Data Experience,Fusion common data experience
Fusion Health Service,Fusion Health Service
Fusion Injection Molding,Fusion Injection Molding
Fusion JavaScript Service,Fusion JavaScript Service
Fusion Notification Service,Fusion Notification Service
Galleria,gallery
gamma Autodesk,Autodesk Portfolio
Generatore di forme,Shape Generator
Generatore telaio,Frame Generator
generazione della domanda,demand generation
generazione di energia,energy generation
Gentile cliente,Dear Customer
Georgia,Georgia
geospaziale,geospatial
geotecnico,geotechnical
GEP,GEP
Gestione account,Account Management
Gestione attività,Task Manager
Gestione attività Windows,Windows Task Manager
gestione dati dei prodotti,Product Data Management
Gestione Dati Work In Process,Work In Process Data Management
gestione dei processi,process management
gestione del canale,Channel Management
gestione del ciclo di vita del prodotto,product lifecycle management
gestione del fondo,fund management
gestione del rilascio sul mercato,release management
gestione delle costruzioni,construction management
gestione delle licenze a catena,cascade licensing
gestione delle licenze per singole sessioni,Session Specific Licensing
gestione delle opportunità,opportunity management
gestione di impianti,facilities management
gestione di progetto condivisa,collaborative project management
Gestione profilo,Profile Manager
Gestione recupero disegni,Drawing Recovery Manager
Gestione stili di quota,Dimension Style Manager
gestione sul campo,field management
Gestisci piano di rinnovo automatico,Manage Auto-Renewal Plan
Get Current,Get Current
GFP,GFP
GIS,GIS
Global Channel Branding Program,global channel branding program
Global Channel Co-Branding Program,global channel co-branding program
Global Field Promotion,global field promotion
Global Product Launch,global product launch
Gnosis,Gnosis
Golden Funnel,Golden Funnel
Google Earth,Google Earth
Google Play,Google Play
GPU,GPU
grafica ibrida,hybrid graphics
gravità dei dati,data gravity
gray-boxing,gray-boxing
Green Building Studio,Green Building Studio
grezzo,coarse
gruppo ad espansione,slideout panel
gruppo di discussione,discussion group
gruppo permanente,sticky panel
Gruppo produzione digitale,Digital Manufacturing Group
guida,guidance
Guida al programma ATC globale,ATC Global Program Guide
Guida all’anteprima,Preview Guide
guida alla gestione delle obiezioni,Objection Handling Guide
"Guida alla progettazione sostenibile per l’architettura, l’ingegneria e la costruzione","Guide to Sustainable Design for Architecture, Engineering, and Construction"
guida all'esame completa,comprehensive exam guide
Guida all'installazione,Installation Help
Guida all'installazione Autodesk,Autodesk Installation Help
Guida dei vantaggi,Benefit Guide
guida dell'istruttore,instructor guide
Guida di supporto Autodesk per l'ingegneria edile,Autodesk Building Engineering Playbook
Guida di supporto delle vendite,Sales Playbook
guida dotcom,dotcom guidance
Guida per l'accesso all'account Autodesk,Autodesk Sign In Help
Guida per l'installazione e le licenze,Installation and Licensing Help
Guide didattiche ufficiali Autodesk,Autodesk Official Training Guides
Halley,Halley
hardware certificato,certified hardware
hardware grafico,graphics hardware
hashtag,hashtag
HDRI,HDRI
