source,target
Autodesk Creative Commons,Autodesk Creative Commons
Autodesk dans l'actualité,Autodesk in the News
Autodesk Design Academy,Autodesk Design Academy
Autodesk Design for Industry,Autodesk Design for Industry
Autodesk Design Package,Autodesk Design Package
Autodesk Desktop Connector,Autodesk Desktop Connector
Autodesk Docs,Autodesk Docs
Autodesk Drive,Autodesk Drive
Autodesk Education,Autodesk Education
Autodesk Education Community,Autodesk Education Community
Autodesk Education Experience,Autodesk Education Experience
Autodesk Education Suite pour la conception industrielle,Autodesk Education Suite for Industrial Design
Autodesk Education Suite pour l'architecture et la construction,Autodesk Education Suite for Architecture & Engineering
Autodesk Education Suite pour l'ingénierie mécanique,Autodesk Education Suite for Mechanical Engineering
Autodesk Education Suite pour l'ingéniérie structure et les travaux publics,Autodesk Education Suite for Civil & Structural Engineering
Autodesk Employee Purchase Program,Autodesk Employee Purchase Program
Autodesk Flex,Autodesk Flex
Autodesk FLUX Design Competition,Autodesk FLUX Design Competition
Autodesk Growth Marketing,Autodesk Growth Marketing
Autodesk iiko Experience,Autodesk iiko Experience
Autodesk Industry Careers Framework pour les jeux et l'animation,Autodesk Industry Careers Framework for Games and Animation
Autodesk Insight,Autodesk Insight
Autodesk IPv4 License Manager for Mac,Autodesk IPv4 License Manager for Mac
Autodesk IPv6 License Manager for Mac,Autodesk IPv6 License Manager for Mac
Autodesk Knowledge Network,Autodesk Knowledge Network
Autodesk Labs,Autodesk Labs
Autodesk Learning Central,Autodesk Learning Central
Autodesk License Manager,Autodesk License Manager
Autodesk Live,Autodesk Live
Autodesk Live Chat,Autodesk Live Chat
Autodesk Meshmixer Toolkit,Autodesk Meshmixer Toolkit
Autodesk Network License Manager,Autodesk Network License Manager
Autodesk Order Entry,Autodesk Order Entry
Autodesk Panorama,Autodesk Panorama
Autodesk Partner Portal,Autodesk Partner Portal
Autodesk Retopology Tools for 3ds Max,Autodesk Retopology Tools for 3ds Max
Autodesk Sales Incentive Management System,Autodesk Sales Incentive Management System
Autodesk Services Marketplace,Autodesk Services Marketplace
Autodesk Shape Manager,Autodesk Shape Manager
Autodesk Shared Component,Autodesk Shared Component
Autodesk Streamline,Autodesk Streamline
Autodesk Sync,Autodesk Sync
Autodesk Translation Framework,Autodesk Translation Framework
Autodesk University,Autodesk University
Autodesk University Virtual,Autodesk University Virtual
"Autodesk® Architecture, Engineering & Construction Collection","Autodesk® Architecture, Engineering & Construction Collection"
Autodesk® Media & Entertainment Collection,Autodesk® Media & Entertainment Collection
Autodesk® Product Design & Manufacturing Collection,Autodesk® Product Design & Manufacturing Collection
Autodesk® Product Design and Manufacturing Collection,Autodesk® Product Design and Manufacturing Collection
Autodesk® Product Design Collection,Autodesk® Product Design Collection
autorisation de consultation revendeur,Reseller View Permission
Autorisations de dossier Fusion,Fusion Folder Permissions
AutoSnap,AutoSnap
Autres méthodes de distribution,Alternative Distribution Methods
Avantages clés,Key Benefits
avantages de l'abonnement,subscription benefits
AVAR,AVAR
avenant,amendment
Backburner,Backburner
Background Reactor,Background Reactor
baie,array
bande passante réseau,network bandwidth
bannière d'exposition,pull-up banner
bannière éducative,educational plot stamp
bannière statique,static banner
bannière statique et bannière Flash personnalisables,brandable static and flash banner
bannière Web,web banner
barre d'état,status tray
barre d'état système,system tray
barre d'outils de navigation,navigation toolbar
barre du produit,product tray
barre latérale,sidebar
Base de connaissances,Knowledge Base
Base de connaissances Microsoft,Microsoft Knowledge Base
Base de connaissances optimisée,Enhanced KB
basse résolution,low resolution
Beyond Trust,Beyond Trust
bibliothèque de matériaux,Material Library
bibliothèque de styles,style library
Bibliothèque pour l’infrastructure des technologies de l’information,Information Technology Infrastructure Library
bilan de santé,health check
BIM,BIM
BIM 360 Ops,BIM 360 Ops
BIM360,BIM360
biomimétisme,biomimicry
bioplastiques,bioplastics
Bitmap Pager,Bitmap Pager
Blackmagic UltraStudio Express,Blackmagic UltraStudio Express
bloc à vues multiples,multi-view block
bloc de texte,copy block
Bloc-notes,Notepad
blog,blog
blog Autodesk BIM and Beam,Autodesk BIM and Beam Blog
bloqueur de fenêtres contextuelles,pop-up blocker
boîte à outils,toolkit
boîte à outils d'aide à la vente,sales toolkit
boîte à outils événements,event toolkit
Boot Camp,Boot Camp
boucle de lecture-évaluation-impression,read-eval-print loop
boussole,compass
bouton central de la souris,middle mouse button
bouton partagé,split button
BPT,BPT
Brainshark,Brainshark
BREP,BREP
bride,flange
Bridge Design for InfraWorks 360,Bridge Design for InfraWorks 360
brochure de présentation générale,overview brochure
brochure produit,product brochure
brut,coarse
BuildingConnected,BuildingConnected
Business Planning Tool,Business Planning Tool
câble HDMI,HDMI cable
calculateur,calculator
Call to Action,Call to Action
campagne marketing,marketing campaign
CAO,CAD
capture d'écran avec légende,screen image
caractéristiques et fonctions,Features and Functions
Carrières,Careers
carte d'interface réseau,network interface card
carte en temps réel,Live Map
carte graphique hybride,hybrid graphics
carte graphique secondaire,secondary graphics card
carte mère,motherboard
carte vidéo,video card
Cas d’expérience intégrée Autodesk Lightning,Autodesk Lightning Integrated Case Experience
Cas d'utilisation,Use cases
cascade,cascade
case d'option,radio button
CDF,CDF
CEC,CEC
cédant,transferor
Centre Autodesk pour la conception durable,Autodesk Sustainable Design Center
centre d’excellence,center of excellence
Centre de communication,Communication Center
Centre de confiance,Trust Center
Centre de confiance Autodesk,Autodesk Trust Center
centre de données,data center
Centre de ressources,Resource Center
Centre Etudiants,Student Center
centre produit,product center
CER,CER
certificat des droits d'accès,entitlement certificate
certification Autodesk,Autodesk Certification
cessionnaire,transferee
CFD,CFD
CFD Advanced,CFD Advanced
CFD Motion,CFD Motion
chaîne logistique,supply chain
chaîne logistique automobile,automotive supply chain
chaîne logistique de fabrication,manufacturing supply chain
chaîne PLM,PLM TV
chaîne YouTube Autodesk Building Solutions,Autodesk Building YouTube Channel
changement de langue,language exchange
Changements liés aux licences perpétuelles,Perpetual Licensing Changes
Character Generator,Character Generator
charge de travail,workload
charge énergétique,energy load
chargement de ressources,resource loading
charger,upload
charrette de conception,design charrette
Charte graphique à l'usage des partenaires Autodesk,Autodesk Channel Branding Guidelines
"chauffage, ventilation et climatisation","heating, ventilation and air conditioning"
chemin d’adoption,adoption path
chemin de mise à niveau,upgrade path
Chercher un revendeur agréé pour les services publics,Find a Government Reseller
chiffrement,encryption
cible de l'i-drop,i-drop target
"cinéma, jeux vidéo et télévision","film, games and television"
CIP,CIP
clé de licence,license key
clé de produit,product key
clé de registre,registry key
client du secteur public,government customer
client Education,Education customer
clients potentiels qualifiés,marketing qualified lead
cliquer avec le bouton droit de la souris,right-click
cliquer sur,click
cloud privé virtuel,virtual private cloud
co-branding,co-branding
code d'activation,activation code
code de fonction,feature code
code de module,package code
code d'erreur,error code
code du bon de réduction,voucher code
code malveillant,malicious code
codec,codec
coefficient de diffusion,diffusion coefficient
coefficient de performance,coefficient of performance
coefficient moyen de couche,film coefficient
coffre-fort électronique,file vaulting
Coin de l'éditeur,publisher corner
Collaboration For Revit,Collaboration For Revit
collection de photos,photo collection
commerce électronique en tant que service,eCommerce as a service
Commercial New,Commercial New
commerciale complète,full system commercial
communauté de partage de pratiques,community of practice
Communauté des étudiants,Student Community
Communauté des étudiants en conception et en ingénierie,Student Engineering & Design Community
Communautés d'utilisateurs,User Communities
communiqué de presse,press release
Comparaison des fonctionnalités,Feature Comparison
comparaison des fonctionnalités côte à côte,side-by-side feature comparison
Comparatif des produits,Compare products
Comparatif des versions,Compare releases
complément d’informations des architectes,Architect's Supplemental Instruction
compléments d'informations des architectes,Architectural Supplemental Instructions
comportement inattendu,unexpected behavior
composant en béton précoulé,precast component
comptabilité des revenus,revenue accounting
compte nommé,named account
compte stratégique,strategic account
concave,concave
concepteur,designer
concepteur de jeux vidéo indépendant,Indie game maker
concepteur de personnages,character designer
conception,design
conception de bâtiments,building design
conception de composants automobiles,automotive component design
conception d'emballages,packaging design
conception électronique assistée par ordinateur,electronic computer-aided design
conception en vue de l'assemblage,design for assembly
Conception et analyse de système d’évacuation intégré,Integrated Drainage Design & Analysis
conception modulaire,modular design
conception pour la fabrication et l’assemblage,design for manufacturing and assembly
conception reposant sur des feuilles de calcul,spreadsheet-driven design
conditions générales de service,terms of service
conditions générales d'utilisation,terms of use
conférence annuelle d'Autodesk organisée dans le cadre des DevDays,Autodesk DevDays Conference
confidentialité,confidentiality
configuration côte à côte,side-by-side configuration
configuration logicielle requise,software requirements
Configuration requise,System requirements
Configurator 360,Configurator 360
conflit d'intérêts,conflict of interest
conformité,compliance
conformité sismique,seismic conformance
Conseils dotcom,dotcom guidance
conseils en intégration de systèmes,CSI
consentement du tuteur,guardian consent
consommable,consumable
consommation,consumption
construction au plus juste,lean construction
construction solaire passive,passive solar construction
Consultant,consultant
Consultant médias et divertissement Autodesk,Autodesk Consulting Media & Entertainment
Consulter en ligne,View online
Contacter Autodesk,Contact Autodesk
Contacter le service commercial,Contact sales
Contacter un revendeur,Contact a Reseller
Contactez-moi,Contact me
Contactez-nous,Contact Us
Content Experience Design,Content Experience Design
contenu généré par la communauté,community-generated content
contour de délimitation,clipping boundary
contrainte d'angle,angle constraint
contrat actif,active contract
contrat ATC,ATC Agreement
Contrat d'Assistance,Support Agreement
Contrat de distribution Autodesk,Autodesk Distributor Agreement
contrat de performance en matière d'économies d'énergie,energy savings performance contract
contrat de plan de maintenance,maintenance plan contract
contrat de revendeur à valeur ajoutée Autodesk,Autodesk Value Added Reseller Agreement
contrat Enterprise Business Agreement,Enterprise Business Agreement
contrat pluriannuel,multi-year subscription contract
contrefait,counterfeit
contributeur de projet,Project Contributor
contribution d'ordre politique,political contribution
contrôle de l’édition des valeurs réelles,real value edit control
contrôle de sécurité,security control
convection naturelle,natural convection
coordination pluridisciplinaire,multidiscipline coordination
coordonnées locales,local coordinates
copy deck,copy deck
correctif,Hotfix
corruption de fichiers,file corruption
couche alpha,alpha channel
couleur ambiante,ambient color
couleurs vraies,true color
coût de possession,total cost of ownership
coût total de propriété,TCO
créateur,maker
Créateurs et concepteurs indépendants,Makers & indie designers
création de divertissement numérique,digital entertainment creation
création de textures en relief,bump mapping
Creative Commons,Creative Commons
crédit de formation continue,continuing education credit
crédits cloud,cloud credits
critère d'éligibilité,eligibility requirement
CRM,CRM
cryptogramme visuel,CVC
CSO,CSO
CTA,CTA
CTB,CTB
cuboïde,cuboid
curseur de la souris,mouse cursor
Cycle de vie du client Autodesk,Autodesk Customer Lifecycle
cycle de vie du client numérique,digital customer lifecycle
D&M,D&M
D&MwA,D&MwA
Dans les médias,Media Relations
date de disponibilité,release date
date de renouvellement de l'abonnement,subscription renewal date
date de renouvellement du contrat,contract renewal date
débordement d’égouts sanitaires,sanitary sewer overflow
décalage de l'axe,axis offset
déclaration,statement
Déclaration de confidentialité,Privacy Statement
Déclaration de confidentialité d'Autodesk,Autodesk Privacy Statement
Découvrez les fonctionnalités,Explore Features
défense,defense
déformation radiale,radial deflection
defun,defun
délai d'inactivité de licence,license inactivity timeout
délit d'initié,insider trading
demande,inquiry
demande d'assistance,support request
demande d'assistance Web,web support case
demande de fonds,fund request
demande de rapport de licence,License Report Request
Demande de remboursement,Requesting a Refund
Demander à Autodesk de me contacter,Have Autodesk contact you
Demander à Autodesk de vous contacter,Have Autodesk Call You
Demander une démo produit,Request Product Demo
démon,daemon
démonstration,demo
démonstration de fonctionnalités,feature demonstration
Démonstrations des fonctionnalités,Feature Demos
densité du maillage,mesh density
déontologie,ethical behavior
déploiement,deployment
déploiement réseau,network deployment
déployer,deploy
dernières versions,latest versions/releases
dérogation,waiver
Des outils qui font toute la différence,Tools That Make An Impact
description de produit,product description
description permanente du produit,persistent product description
Design Academy,Design Academy
Design Collaboration,Design Collaboration
design industriel,industrial design
Design Review,Design Review
désignation du niveau,tier designation
designer industriel,industrial designer
Designers Accord,Designers Accord
désinstallation propre,clean uninstall
dessin isométrique,isometric drawing
dessin orthogonal,orthographic drawing
dessinateur,drafter
Détails du produit,Product Details
détenteur de licence,license holder
Développement commercial,Business Development
développement des produits,product development
développement du réseau commercial,channel development
Développez la base (Expand the Base),Expand the Base
didacticiel,tutorial
didacticiel vidéo,video tutorial
diffusion,broadcast
Digital Experience and Customer Empowerment,Digital Experience and Customer Empowerment
Digital Manufacturing Group,Digital Manufacturing Group
Digital Prototyping,digital prototyping
Digital Prototyping Days,Digital Prototyping Days
directeur de la recherche stratégique,director of strategic research
directeur des travaux de construction,construction manager
directeur financier,chief financial officer
directeur juridique,chief legal officer
directeur marketing,Marketing Director
dispositif de pointage,pointing device
disposition,provision
disque de stockage multimédia,media storage disk
disque SSD,solid-state drive
dissocier,ungroup
distributeur à valeur ajoutée,Value Added Distributor
distribution de logiciel,software distribution
distribution numérique du logiciel,electronic software distribution
division des solutions de fabrication (MSD),Manufacturing Solutions Division
division des solutions pour les infrastructures (Infrastructure Solutions Division),Infrastructure Solutions Division
division des technologies de plates-formes (PTD),Platform Technology Division
documentation,documentation
documentation de construction,construction documentation
documentation du modèle,model documentation
domaines de spécialisation des partenaires,Autodesk Partner Specializations
données d'ingénierie,engineering data
données personnelles,personal data
Donnez le ton,Set the Pace
dotcom,dotcom
double-cliquer,double-click
Drainage Design for Infraworks 360,Drainage Design for Infraworks 360
droit d'utilisation du logiciel,software usage right
Droits de déplacement internationaux,Global Travel Rights
Droits d'utilisation à domicile,Home Use Rights
droits d'utilisation flexibles des licences,flexible licensing rights
droits hors territoire,Extra Territory Rights
Droits sur les versions antérieures,Previous Version Rights
Dropbox,Dropbox
durabilité,Sustainability
durée de vie,lifetime
DVAR,DVAR
DWG Extreme,DWG Extreme
DWGX,DWGX
Dynamic Switchable Graphics,Dynamic Switchable Graphics
Eagle,Eagle
ECaaS,ECaaS
échec de communication,communication failure
échelle de mesure,measurement scale
Eclairement avancé,Advanced Illuminance
éco-conception,eco design
éditeur de blocs sur place,In-Place Block Editor
éditeur de scène,scene editor
éditeur de texte,text editor
Editeur du registre,Registry Editor
EDT,EDT
Education Community,Education Community
effet de bulles,blobby effect
efficacité énergétique,energy efficiency
élément,asset
élément architectural,building component
éléments non négociables en matière de sécurité,security non-negotiables
éligible,eligible
e-mail de réalisation de commande,order fulfillment email
embargo,embargo
empreinte carbone Autodesk,Autodesk carbon footprint
emprunt de licences,license borrowing
énergie renouvelable,renewable energy
Energy Star,Energy Star
enregistrement de démarrage principal,Master Boot Record
Enregistrez votre produit,Register Your Product
enrichissement des données,data enrichment
enseignant,educator
ensemble de fonctionnalités,feature set
Enterprise Flex,Enterprise Flex
en-tête,header
entité du service public,government entity
entité juridique,legal entity
entreprise de services énergétiques,energy service company
environnement commercial sur cloud,commercial cloud environment
environnement de données commun,common data environment
Environnement du client Autodesk,Autodesk Customer Environment
environnement hybride,hybrid environment
envoi postal,physical shipment
épaisseur de ligne,lineweight
équipe Autodesk Manufacturing,Autodesk Manufacturing Team
Équipe d’assistance aux développeurs,Developer Advocacy and Support
équipe de certification,Certification Team
équipe de mise en conformité des licences Autodesk,Autodesk License Compliance Team
équipe de vente interne d'Autodesk,Autodesk Inside Sales Team
équipe des partenaires Autodesk,Autodesk Channel Team
équipe des relations clients,Client Relations Team
Équipe en charge de l’XR,XR Core Team
Equipe expérience client Autodesk,Autodesk Customer Experience Team
équipement de construction,building equipment
erreur de licence,licensing error
erreur irrécupérable,fatal error
ESCO,ESCO
ESD,ESD
espace de coordonnées,coordinate space
espace de travail,workspace
espace de travail commun,common workspace
Espace presse,Newsroom
ESPC,ESPC
esquisse de concept,concept sketch
Essai ou abonnement,Try or Subscribe
établissement d'enseignement,educational institution
étiquette,label
étiquette de recherche,search tag
ETO,ETO
étude de cas,case study
étude de convergence du maillage,mesh convergence study
étude de productivité,productivity study
Études de cas,Case studies
études d'impact environnemental,environmental impact statement
évaluation,test drive
événement de lancement,launch event
événement partenaire,partner event
examen de certification,certification exam
excellence professionnelle Autodesk,Autodesk Professional Excellence
exemples d'applications,Sample Applications
expérience client,customer experience
expérience de données communes,common data experience
Expérience de données communes Fusion,Fusion common data experience
explorateur de cartes,Map Explorer
Express Tools,Express Tools
Extensible,Term Extendable
extension produit,product extension
extraction de fichiers,file extraction
extrémité fermée,closed end
fabricant de produits de grande consommation,consumer product manufacturer
fabricant de produits pour le bâtiment,building products manufacturer
fabrication additive,additive manufacturing
fabrication de type process,process manufacturing
face masquée,backface cull
Facebook,Facebook
facteur de zoom,zoom factor
facteur d'échelle,scale factor
facturation récurrente,recurring billing
faire glisser,swipe
Familiale Premium,Home Premium
famille de produits,product family
FAO,CAM
FBIK,FBIK
FeatureCAM,FeatureCAM
FEED,FEED
Fenêtre de démarrage Autodesk,Autodesk LaunchPad
fenêtre de présentation,layout viewport
fenêtre flottante,floating window
fichier central,central file
fichier de commandes,batch file
fichier exécutable,executable file
fichier formes,shape file
fichier image principal,master image file
fichier journal,journal file
fichier partagé,workshared file
fichier polices/formes,font shape file
fidélité,fidelity
fil d'activités,activity feed
filigrane,watermark
film et TV,film & TV
Filmbox,Filmbox
financement,financing
fins commerciales,business purpose
flèche du groupe de fonctions,panel arrow
flexibilité,flexible control
"flexibilité, personnalisable selon les besoins, évolutivité","flexibility, customizable based on need, scalability"
FLEXnet Publisher,FLEXnet Publisher
Flickr,Flickr
FoMT,FoMT
fonctionnaire,government official
Fonctionnalités,Features
Fonctionnalités de base,Baseline Features
Fonctionnalités et avantages,Features and Benefits
Fonctionnalités et démonstrations,Features and Demonstrations
Fonctionnalités et spécifications,Features and Specifications
Fonds central pour le développement des ventes (C-SDF),Sales Development Fund
Fonds central pour le développement marketing (C-MDF),Marketing Development Fund
fonds de croissance,Growth Funds
Fonds pour le développement des partenaires,Channel Development Fund
Fonds pour le développement du marketing,market development fund
forfait de location,rental plan
forfait de location actif,active rental plan
forfait de location de licences,software rental license plan
Forfait préférentiel,Preferred Plan
Forfait préférentiel Plus,Preferred Plus Plan
Forfait professionnel,Professional Plan
formateur professionnel,professional instructor
formation à la certification Autodesk,Autodesk Certification Training
formation en ligne,self-paced training
Formation professionnelle à Route 66 Autodesk,Autodesk Route 66 Professional Skills Training
formations Autodesk en salle de classe,Autodesk Classroom Training
formations Autodesk en salle de classe virtuelle,Autodesk Virtual Classroom Training
forme organique,organic form
Formulaire d'aide pour l'inscription à votre compte,Sign-in Help Contact Form
formulaire d'inscription de site ATC et de plan de développement,ATC Site Enrolment and Business Plan Form
forum Autodesk,Autodesk forum
Forum Autodesk Digital Prototyping,Autodesk Digital Prototyping Forum
forum de discussion,discussion forum
fournisseur,provider
fournisseur de licence,license supplier
fournisseur de logiciel,software vendor
fournisseur de solutions attitré,PSP
Fournisseur de solutions Autodesk attitré,Autodesk Premier Solutions Provider
fps,fps
frais de transaction,transaction fee
Frame Generator,Frame Generator
fréquence propre,natural frequency
Fusion 360,Fusion 360
Fusion Health Service,Fusion Health Service
Fusion JavaScript Service,Fusion JavaScript Service
Fusion Lifecycle,Fusion Lifecycle
Fusion Notification Service,Fusion Notification Service
gaine,duct
Galerie,gallery
Galerie Autodesk,Autodesk Gallery
Galerie client,Customer Gallery
Galerie clients,Customer Showcase
gamme Autodesk,Autodesk Portfolio
générateur de formes,Shape Generator
génération de la demande,demand generation
génération d'énergie,energy generation
Géorgie,Georgia
géotechnique,geotechnical
GEP,GEP
Gérer le renouvellement automatique,Manage Auto-Renewal Plan
gestion de la construction,construction management
gestion de la relation clients,customer relationship management
Gestion des comptes,Account Management
gestion des données produits (PDM),Product Data Management
gestion des fonds,fund management
gestion des installations,facilities management
gestion des licences,license management
Gestion des licences réseau,Network Licensing
gestion des opportunités,opportunity management
gestion des partenaires,Channel Management
gestion des processus,process management
gestion des versions,release management
gestion du cycle de vie du produit,product lifecycle management
gestion en cascade de licences,cascade licensing
gestion évolutive des licences,scalable licensing
gestion sur site,field management
gestionnaire de contrats,Contract Manager
Gestionnaire de licence CLIC,CLIC license manager
gestionnaire de licence du verrouillage du progiciel,Softlock License Manager
gestionnaire de licences,license manager
gestionnaire de licences autonomes,Single License Manager
gestionnaire de licences réseau,Network License Manager
gestionnaire de profils,Profile Manager
gestionnaire de récupération de dessins,Drawing Recovery Manager
gestionnaire de téléchargement,Autodesk Download Manager
gestionnaire des données de fabrication,fabrication data manager
gestionnaire des styles de cote,Dimension Style Manager
gestionnaire des tâches,Task Manager
gestionnaire des tâches de Windows,Windows Task Manager
GFP,GFP
Gnosis,Gnosis
Golden Funnel,Golden Funnel
Google Play,Google Play
grand compte,major account
gravité des données,data gravity
gray-boxing,gray-boxing
Green Building Studio,Green Building Studio
groupe de discussion,discussion group
groupe de fonctions déroulant,slideout panel
groupe de fonctions fixe,sticky panel
Groupe international d'utilisateurs Autodesk,Autodesk User Group International
"Guide de la conception durable pour l'architecture, l'ingénierie et la construction","Guide to Sustainable Design for Architecture, Engineering, and Construction"
guide de l'instructeur,instructor guide
guide de traitement des objections,Objection Handling Guide
Guide de vente,Sales Playbook
Guide des avantages,Benefit Guide
guide d'examen complet,comprehensive exam guide
Guide d'ingénierie du bâtiment Autodesk,Autodesk Building Engineering Playbook
