source,target
"Autodesk® Architecture, Engineering & Construction Collection","Autodesk® Architecture, Engineering & Construction Collection"
Autodesk® Media & Entertainment Collection,Autodesk® Media & Entertainment Collection
Autodesk® Product Design & Manufacturing Collection,Autodesk® Product Design & Manufacturing Collection
Autodesk® Product Design and Manufacturing Collection,Autodesk® Product Design and Manufacturing Collection
AVAR,AVAR
B ロール,b-roll
Backburner,Backburner
Background Reactor,Background Reactor
Beyond Trust,Beyond Trust
Big New Better,Big New Better
Big New Max,Big New Max
Big New Maya,Big New Maya
BIM,BIM
BIM 360 Ops,BIM 360 Ops
BIM for Structural Engineering カリキュラム,BIM for Structural Engineering Curriculum
BIM エンタープライズ実施プラン,BIM Enterprise Execution Plan
BIM ナレッジ パッケージ,BIM Knowledge Package
BIM 対応,Be BIM Ready
BIM 導入支援・インテグレーション サービス,BIM Implementation and Integration Services
BIM 導入支援サービス,BIM Adoption and Change Management services
BIM 戦略立案支援サービス,BIM Strategy services
BIM 標準化支援サービス,BIM Standards and Processes services
BIM360,BIM360
Blackmagic UltraStudio Express,Blackmagic UltraStudio Express
BlueSnap,BlueSnap
Boot Camp,Boot Camp
BPT,BPT
Brainshark,Brainshark
BREP,BREP
B-rep,B-rep
BuildingConnected,BuildingConnected
CAD,CAD
CAE,CAE
CAM,CAM
CDF,CDF
CEC,CEC
CEO,CEO
CFD,CFD
CFD Advanced,CFD Advanced
CFD Motion,CFD Motion
Channel Development Fund,Channel Development Fund
Character Generator,Character Generator
CIP,CIP
Civil Engineering カリキュラム,Civil Engineering Curriculum
CLIC ライセンス マネージャ,CLIC license manager
Client Review Site,Client Review Site
ClientUsers,ClientUsers
Collaboration For Revit,Collaboration For Revit
Commercial New,Commercial New
Conceptual Design カリキュラム,Conceptual Design Curriculum
Consulting System Integrator パートナー プログラム,consulting system integrator partner
Consulting Service Order Licensing Implementation,consulting service order licensing implementation
CPM,CPM
CRM,CRM
CSI,CSI
CTB,CTB
CTO,CTO
CVC 番号,CVC
D&M,D&M
D&MwA,D&MwA
DAM,DAM
DCS,DCS
defun,defun
Design Academy,Design Academy
Design Basics カリキュラム,Design Basics Curriculum
Design Collaboration,Design Collaboration
Design Process Review,Design Process Review
Designers Accord,Designers Accord
Digital Asset Management,Digital Asset Management
Digital Prototyping Days,Digital Prototyping Days
dotcom,dotcom
dotcom ガイダンス,dotcom guidance
DPR,DPR
Dropbox,Dropbox
DWG Extreme,DWG Extreme
DWGX,DWGX
Dynamic Switchable Graphics,Dynamic Switchable Graphics
Eagle,Eagle
ECaaS,ECaaS
EDT,EDT
Education Community,Education Community
EFTA (欧州自由貿易連合),European Free Trade Association
Electrical カタログ ブラウザ,Electrical Catalog Browser
EMC Tier 5 システム,EMC Tier 5 system
EMS,EMS
Energy Analysis,Energy Analysis
Engineering Exploration Workshop,Engineering Exploration Workshop
Engineer-to-Order,Engineer-to-Order
Engineer-to-Order Adoption and Change Management Services,Engineer-to-Order Adoption and Change Management Services
Engineer-to-Order Implementation and Integration Services,Engineer-to-Order Implementation and Integration Services
Engineer-to-Order Strategy Services,Engineer-to-Order Strategy Services
Enhanced KB,Enhanced KB
Enterprise Flex,Enterprise Flex
Enterprise Priority Support,Enterprise Priority Support
Enterprise 契約,Enterprise Business Agreement
Environmental Design and Technology カリキュラム,Environmental Design and Technology Curriculum
ESCO,ESCO
ESCO 事業者,energy service company
ESD,ESD
ESPC,ESPC
ETO,ETO
EUI,EUI
EventLogEntry,EventLogEntry
Explicit Control,explicit control
Express Tools,Express Tools
Facebook,Facebook
FBIK,FBIK
FCS,FCS
FeatureCAM,FeatureCAM
FEED,FEED
Filmbox,Filmbox
Flex トークン,Flex token
FLEXnet Publisher,FLEXnet Publisher
Flickr,Flickr
Follow Autodesk,Follow Autodesk
FoMT,FoMT
FormIt,FormIt
fps,fps
Fundamentals of Architectural Science Supplement カリキュラム,Fundamentals of Architectural Science Supplement Curriculum
Fusion,Fusion
Fusion 360,Fusion 360
Fusion JavaScript サービス,Fusion JavaScript Service
Fusion Notification Service,Fusion Notification Service
Fusion データ アクセス,Fusion Data Access
Fusion フォルダ アクセス権限,Fusion Folder Permissions
Fusion ヘルス サービス,Fusion Health Service
Fusion 共通データ エクスペリエンス,Fusion common data experience
Fusion 合成モニタリング,Fusion synthetic monitoring
Fusion 射出成形,Fusion Injection Molding
GEP,GEP
GF,GF
GIS,GIS
GIS との統合,GIS integration
Global Channel Co-branding Program,global channel co-branding program
Global Product Launch,global product launch
Gnosis,Gnosis
Google Earth,Google Earth
Google Play,Google Play
Green Building Studio,Green Building Studio
Green Literacy and Architectural Design カリキュラム,Green Literacy and Architectural Design Curriculum
"Guide to Sustainable Design for Architecture, Engineering, and Construction","Guide to Sustainable Design for Architecture, Engineering, and Construction"
Halley,Halley
HDMI ケーブル,HDMI cable
HDRI,HDRI
Heads-up Design,Heads-up Design
Hitbox,Hitbox
HLSL,HLSL
Hot Fix,Hot Fix
Hotfix,Hotfix
HSM,HSM
HSMWorks,HSMWorks
HSMWorks for SOLIDWORKS,HSMWorks for SOLIDWORKS
IaaS,IaaS
IANA,IANA
IAQ,IAQ
IC,IC
i-drop,i-drop
i-drop Enhancer,i-drop Enhancer
i-drop インジケータ,i-drop Indicator
i-drop のドロップ先,i-drop target
IFC,IFC
Industry Foundation Classes,Industry Foundation Classes
InfraWorks 360,InfraWorks 360
Instructables,Instructables
Internet Assigned Numbers Authority,Internet Assigned Numbers Authority
Inventor,Inventor
Inventor CAM,Inventor CAM
Inventor Education カリキュラム,Inventor Education Curriculum
Inventor LT,Inventor LT
Inventor LT Suite,Inventor LT Suite
Inventor Professional,Inventor Professional
iPad アプリ,iPad app
IPD,IPD
IR 情報,Investor Relations
ISV,ISV
JIT,JIT
Job Search,Job Search
Knowledge Network,Knowledge Network
KPI,KPI
LCA,LCA
LEED,LEED
License File Parser,License File Parser
License Finder,License Finder
License Parser,License Parser
Linux ライセンス サーバ,Linux license server
LSA,LSA
LTU,LTU
M&E,M&E
MAC,MAC
Mac App Store,Mac App Store
Magic Trackpad,Magic Trackpad
Market Development Fund,market development fund
Marketing Development Fund,Marketing Development Fund
MatchMover,MatchMover
Maya,Maya
Maya LT,Maya LT
MBR,MBR
McAfee ePolicy Orchestrator,McAfee ePolicy Orchestrator
MDF,MDF
Media & Entertainment Collection,Media & Entertainment Collection
Media & Entertainment Training Videos,Media & Entertainment Training Videos
Meshmixer,Meshmixer
MFG,MFG
Microsoft サポート技術情報,Microsoft Knowledge Base
MJA 価格表,MJA price lists
Model Review,Model Review
Mountain Lion,Mountain Lion
MQL,MQL
MSA,MSA
MUD,MUD
Mudbox,Mudbox
MUI,MUI
Multi-Flex,Multi-Flex
NAS,NAS
Nastran,Nastran
Nastran In-CAD,Nastran In-CAD
Navisworks,Navisworks
Navisworks Exporters,Navisworks Exporters
Navisworks Freedom,Navisworks Freedom
Navisworks Manage,Navisworks Manage
Navisworks Simulate,Navisworks Simulate
NC プログラミング,NC programming
NDA,NDA
Netfabb,Netfabb
Network License Manager,Network License Manager
NextGen Autodesk Desktop Application,NextGen Autodesk Desktop Application
NFR,NFR
NIC,NIC
NLM,NLM
North Star,North Star
NPI,NPI
NPS,NPS
OBJ,OBJ
Object Enabler,object enabler
Ohm,Ohm
One Team 360,One Team 360
One Team Conference,One Team Conference
OpenEXR,OpenEXR
PaaS,PaaS
Partner Advantage Guide,Partner Advantage Program Guide
Partner Center,Partner Center
Partner Center ヘルプデスク,Partner Center Helpdesk
PDM,PDM
Phoenix,Phoenix
Photo on ReCap 360,Photo on ReCap 360
Platform Technology Division,Platform Technology Division
PLM,PLM
PLM TV,PLM TV
PolarSnap,PolarSnap
PowerInspect,PowerInspect
PowerMill,PowerMill
PowerShape,PowerShape
Pre-Architecture カリキュラム,Pre-Architecture Curriculum
Product Design & Manufacturing Collection,Product Design & Manufacturing Collection
PSP,PSP
PTV,PTV
Publisher 360,Publisher 360
QAT,QAT
Quick Uninstall Tool,Quick Uninstall Tool
RaaS,RaaS
RAM,RAM
RasterDWG,RasterDWG
RCO,RCO
read-eval-print loop,read-eval-print loop
ReCap,ReCap
ReCap 360,ReCap 360
ReCap 360 Ultimate,ReCap 360 Ultimate
regapp,regapp
Rendering in A360,Rendering in A360
Revit,Revit
Revit Collaboration Suite,Revit Collaboration Suite
Revit LT,Revit LT
RFID,RFID
RGB,RGB
Rilsan Invent Natural,Rilsan Invent Natural
Robotics カリキュラム,Robotics Curriculum
SaaS,software as a service
Sales Development Fund,Sales Development Fund
Sales Enablement Programs & Technology,Sales Enablement Programs & Technology
SAM,SAM
SAN,SAN
SBT,SBT
SC,SC
Science and Math カリキュラム,Science and Math Curriculum
SDF,SDF
SDK,SDK
SEPT,SEPT
Shader Model,Shader Model
ShapeManager,ShapeManager
ShotGrid,ShotGrid
Shotgun,Shotgun
ShowMotion,ShowMotion
Simulation CFD 3D Viewer,Simulation CFD 3D Viewer
Simulation CFD Viewer,Simulation CFD Viewer
Simulation Compute Manager,Simulation Compute Manager
Simulation Job Manager,Simulation Job Manager
SketchUp,SketchUp
SKU,SKU
SLA,SLA
SLM,SLM
SMS,SMS
SolidWorks,SolidWorks
SQL Server Management Studio,SQL Server Management Studio
SQLite,SQLite
SRN,SRN
SSD,SSD
STEM,STEM
Student Engineering & Design Community,Student Engineering & Design Community
SU サブスクリプション,SU subscription
Sustainability Workshop,Sustainability Workshop
Sustainable Design カリキュラム,Sustainable Design Curriculum
TCO,TCO
Terminate and Stay Resident プログラム,Terminate and Stay Resident Program
The professional guide to Building Information Modelling (BIM),The professional guide to Building Information Modelling (BIM)
TinkerBox,TinkerBox
Tinkerplay,Tinkerplay
Tips and Tricks AutoCAD 活用ガイド,Tips and Tricks
Token Flex,Token Flex
Token-Flex のトークン,Token-Flex token
Tools That Make An Impact,Tools That Make An Impact
True Color,true color
Trust Center,Trust Center
TrustedDWG,TrustedDWG
TSR,TSR
UNC,UNC
Upchain,Upchain
VAD,VAD
VAR,VAR
Vault,Vault
Vault Basic,Vault Basic
Vault Manager,Vault Manager
Vault Professional,Vault Professional
Vault ジョブ プロセッサ,Vault Job Processor
VBA ポーティング サービス,VBA porting service
Vector Render,Vector Render
video,video
ViewCube,ViewCube
Volo View Express,Volo View Express
VRED,VRED
VRED Design,VRED Design
VRED Presenter,VRED Presenter
VRED Professional,VRED Professional
VRED Server,VRED Server
Web サポート ケース,web support case
Web シンジケーション ツール,web syndication tool
Web バナー,web banner
Web ブラウザ,web browser
Wiki ヘルプ,Wiki Help
Windows ストア,Windows Store
Windows タスク マネージャー,Windows Task Manager
Work In Process Data Management,Work In Process Data Management
XR コア チーム,XR Core Team
アーキテクチャ決定レコード,architectural decision record
アイソメ シンボル,isometric symbol
アイソメ図,isometric drawing
アイドル タイム,idle period
アウトオブプロセス,out-of-process
アカウント管理,Account Management
アクセラレーション,acceleration
アクセラレータ,accelerator
アクティビティ フィード,activity feed
アクティビティ モニタ,Activity Monitor
アクティベーション コード,activation code
アクティベーション シナリオ,activation scenario
アクティべーションの制限数に達しました,Activation Limit Reached
アセット,asset
アセンブリ,assembly
アタッチ レート,attach rate
アダプション パス,adoption path
アップグレード パス,upgrade path
アップグレード ポリシー,upgrade policy
アップグレード価格,upgrade pricing
アップロード,upload
アドイン,add-in
アドオン,add-on
アドバタイズ,advertise
アドホック分析,ad hoc analysis
アニーリング,annealing
アプリケーション ID,application ID
アプリケーション エンジニア,Application Engineer
アプリケーション プログラミング インターフェイス,Application Programming Interface
アルファ チャネル,alpha channel
アレイ,array
アンインストール ツール,uninstall tool
アンカー,anchor
アンカー点,anchor point
アンチエイリアシング,anti-aliasing
アンビエント オクルージョン,ambient occlusion
アンビエント カラー,ambient color
イーサネット アダプタ,Ethernet adapter
イベント ツールキット,event toolkit
イベント パブリッシャー,Event Publisher
イベント検索,Events Lookup
イメージ,imagery
インサイダー取引,insider trading
インサイト,Insights
インシデント,incident
インストール ウィザード,installation wizard
インストール フォルダ,installation directory
インストールとライセンス ヘルプ,Installation and Licensing Help
インストールのトラブルシューティング,installation troubleshooting
インストレーション ヘルプ,Installation Help
インターネット,Internet
インターネットのタイム サーバ,Internet time server
インダストリアル デザイナー,industrial designer
インダストリアル デザイン,industrial design
インタラクティブ PDF,interactive PDF
インフラストラクチャ ソリューション ディビジョン,Infrastructure Solutions Division
インプレイス ブロック エディタ,In-Place Block Editor
ウィザード,wizard
ウィルス スキャナ,virus scanner
ウィルス保護,virus protection
ウェビナー,webinar
ウェブキャスト,webcast
ウェルカム メッセージ,Welcome Kit
ウォーターマーク,watermark
エクステンデッド リアリティ,extended reality
エクスプレス サービス,Express Service
エクスプレス サービス ID,Express Service ID
エグゼクティブ バイス プレジデント オブ セールス アンド サービス,Executive Vice President of Sales and Services
エコ デザイン,eco design
エネルギー スター,Energy Star
エネルギーおよび環境設計グリーン ビルディング評価システムにおけるリーダーシップ,Leadership in Energy and Environmental Design Green Building Rating System
エネルギー使用度,energy use intensity
エネルギー効率,energy efficiency
エネルギー改善,energy retrofit
エネルギー生成,energy generation
エネルギー荷重,energy load
エラー コード,error code
エンジニアリング,building engineering
エンタープライズ リソース プランニング,enterprise resource planning
エンティティ コンポーネント システム,entity-component system
オーガニック デザイン,organic form
オートデスク アカデミック付加価値リセラー,Autodesk Academic Value Added Reseller
オートデスク アップグレードおよびリタイヤメント プログラム,Autodesk Upgrade and Retirement Program
オートデスク イベント分析,Autodesk Event Analysis
オートデスク インフラストラクチャ ソリューション,Autodesk Infrastructure Solutions
オートデスク カーボン フットプリント,Autodesk carbon footprint
オートデスク カスタマー エクスペリエンス チーム,Autodesk Customer Experience Team
オートデスク カスタマー サービス担当者,Autodesk Customer Service representative
オートデスク カスタマー サティスファクション プログラム,Autodesk Customer Satisfaction Program
オートデスク カスタマー サポート,Autodesk Customer Support
オートデスク ギャラリー,Autodesk Gallery
オートデスク クラウド標準,Autodesk Cloud Standards
オートデスク クリーン テック パートナー プログラム,Autodesk Clean Tech Partner Program
オートデスク クリエイティブ コモンズ,Autodesk Creative Commons
オートデスク グロース マーケティング,Autodesk Growth Marketing
オートデスク ゴールド パートナー,Autodesk Gold partner
オートデスク コンサルティング,Autodesk Consulting
オートデスク コンストラクション マガジン,Autodesk Construction Magazine
オートデスク コンピューティング プラットフォーム,Autodesk Compute Platform
オートデスク シルバー パートナー,Autodesk Silver partner
オートデスク セールス インセンティブ管理システム,Autodesk Sales Incentive Management System
オートデスク ソフトウェア,Autodesk software
オートデスク ソフトウェア使用許諾契約,Autodesk software license
オートデスク チャネル チーム,Autodesk Channel Team
オートデスク チャネル ブランド ガイドライン,Autodesk Channel Branding Guidelines
オートデスク チャネル マネージャー,Autodesk Channel Sales Manager
オートデスク ディスカッション フォーラム,Autodesk forum
オートデスク デジタル マガジン,Autodesk Digital Magazine
オートデスク デベロッパー ネットワーク,Autodesk Developer Network
オートデスク デベロッパー ネットワーク オープン,Autodesk Developer Network Open
オートデスク トレーニング センター,Autodesk Training Center
オートデスク パートナー マネージャー,Autodesk Partner Manager
オートデスク ビジネス センター,Autodesk Business Center
オートデスク ビジネス バリュー メソドロジー,Autodesk Business Value Methodology
オートデスク プラチナ パートナー,Autodesk Platinum partner
オートデスク プラットフォーム サービス,Autodesk Platform Services
オートデスク プレミア ソリューション プロバイダー,Autodesk Premier Solutions Provider
オートデスク ブロンズ パートナー,Autodesk Bronze reseller
オートデスク ヘルス ダッシュボード,Autodesk Health Dashboard
オートデスク ライセンス コンプライアンス チーム,Autodesk License Compliance Team
オートデスク ライブ チャット,Autodesk Live Chat
オートデスク リタイヤメント プログラム,Autodesk Retirement Program
オートデスク レガシー プログラム,Autodesk Legacy Program
オートデスクからの連絡を希望,Have Autodesk contact you
オートデスクからの電話を希望する,Have Autodesk Call You
オートデスクのサポート スペシャリスト,Autodesk support agent
オートデスクのシニア サポート スペシャリスト,senior Autodesk support agent
オートデスクのスイート製品,Autodesk suite
オートデスクのデータ管理ツール,Autodesk data management tools
オートデスクの営業部門,Autodesk Inside Sales Team
オートデスクの担当営業,Autodesk sales representative
オートデスクの製品ラインナップ,Autodesk Portfolio
オートデスクの解析プログラム,Autodesk Analytics
オートデスクの顧客ライフサイクル,Autodesk Customer Lifecycle
オートデスク公認トレーニング ガイド,Autodesk Official Training Guides
オートデスク品質向上プログラム,Autodesk Customer Involvement Program
オートデスク機械学習プラットフォーム,Autodesk Machine Learning Platform
オートデスク社員向け販売プログラム,Autodesk Employee Purchase Program
オートデスク製品,Autodesk product
オートデスク評価テスト,Autodesk assessment test
オートデスク認定,Autodesk Certification
オートデスク認定アカデミック パートナー,Autodesk Authorized Academic Partner
オートデスク認定インストラクタ,Autodesk Certified Instructor
オートデスク認定インストラクター プログラム,Autodesk Certified Instructor program
オートデスク認定ディストリビューター契約,Autodesk Distributor Agreement
オートデスク認定トレーニング センター,Autodesk Authorized Training Center
オートデスク認定プロフェッショナル,Autodesk Certified Professional
オートデスク認定ユーザー プログラム,Autodesk Certified User program
オートデスク認定販売パートナー プログラム,Autodesk Partner Program
オートデスク認定販売パートナー契約,Autodesk Value Added Reseller Agreement
オートデスク認定資格トレーニング,Autodesk Certification Training
オートデスク認定資格ロゴ,Autodesk Certified logo
オートデスク顧客参加プログラム,Autodesk Customer Engagement Program
おすすめプラス,Preferred Plus Plan
おすすめプラン,Preferred Plan
オブジェクト スナップ,object snap
オブジェクト ロールオーバー ツールチップ,object rollover tooltip
オルソ図,orthographic drawing
オンライン ライセンス転送,online license transfer
オンラインで見る,View online
お客様の声,Customer Reviews
お客様各位,Dear Customer
お知らせ,Announcements
ガイダンス,guidance
カスケード シーケンス,cascading sequence
カスケード ライセンス,cascade licensing
カスタマー ケア,Customer Care
カスタマー バリュー ハブ,Customer Value Hub
カスタマイズ ガイド,customization guide
カバレッジ レポート,coverage report
カメラ アニメーション,camera animation
カリキュラム,Curricula
カントリー セールス マネージャ,Country Sales Manager
カントリー マーケティング マネージャ,Country Marketing Manager
キャッチコピー,kicker text
キャプション,caption
ギャラリー,gallery
クイック アクセス ツールバー,Quick Access Toolbar
クイック ビュー,quick view
クイック リファレンス,quick reference
クライアント リレーション チーム,Client Relations Team
クラウド クレジット,cloud credits
クラウド クレジットの割り当て,cloud credits allocation
クラウド サービス,cloud services
クラウド ストレージ,cloud storage
クラウド ソリッド モデリング,cloud solid modeling
クラウド ユニット,cloud unit
クラウド ライセンス,cloud licensing
グラデーション ハッチング,gradient hatch
グラフィックス アダプタ,graphics adapter
グラフィックス カード ドライバ,graphics card driver
グラフィックス ハードウェア,graphics hardware
グラフィックス プロセッサ,graphics processor
クリーン インストール,clean install
クリーン テクノロジー,clean tech
クリーン テクノロジー企業,clean technology innovator
クリエイティビティのミライ,Celebrating Creativity
クリエイティブ コモンズ,Creative Commons
クリップ プレーン,clip plane
クリップ境界,clipping boundary
グループ解除,ungroup
グレーボクシング,gray-boxing
クローズド エンド,closed end
グローバル チャネル ブランディング プログラム,global channel branding program
ケース ID,case ID
コーデック,codec
コピー デッキ,copy deck
コピー ブロック,copy block
コマーシャル クラウド環境,commercial cloud environment
コマンド プロンプト,command prompt
コミュニケーション センター,Communication Center
コミュニケーション ハブ,communication hub
コミュニティ リレーションズ,Community Relations
コミュニティ生成コンテンツ,community-generated content
コラボレーション・データ管理戦略サービス,Collaboration and Data Management Strategy Services
コラボレーションとデータ管理の導入サービス,Collaboration and Data Management Implementation Services
コンサルタント,consultant
コンシステント マテリアル ユーザー インタフェース,consistent materials user interface
コンシューマー製品,consumer product
コンセプト スケッチ,concept sketch
コンタクト ID,contact ID
コンテキスト タブ,contextual tab
コンテンツ エクスペリエンス設計,Content Experience Design
コンテンツ ソース,content source
コントローラ キャップ,controller cap
コンパイラ,compiler
コンパス,compass
コンピュータ支援製造,computer aided manufacturing
