source,target
Система онлайн-оцінки ATC,ATC Online Evaluation System
Форма реєстрації на сайті та бізнес-план ATC,ATC Site Enrolment and Business Plan Form
швидкість приєднання,attach rate
AU,AU
Віртуальний AU,AU Virtual
AUGI,AUGI
ідентифікація,authentication
авторизований академічний партнер,authorized academic partner
авторизований партнер,authorized partner
авторизований реселлер,authorized reseller
AutoCAD,AutoCAD
Додаток для AutoCAD 2019,AutoCAD 2019 Add-In
AutoCAD 360,AutoCAD 360
Додаток для AutoCAD Architecture 2019,AutoCAD Architecture 2019 Add-In
Додаток для AutoCAD Civil3D 2019,AutoCAD Civil 3 D 2019 Add-In
AutoCAD Civil 3D,AutoCAD Civil 3D
AutoCAD DXF,AutoCAD DXF
Програма AutoCAD Electrical,AutoCAD Electrical
Додаток для AutoCAD Electrical 2019,AutoCAD Electrical 2019 Add-In
Бета-версія AutoCAD Electrical Turing,AutoCAD Electrical Turing Beta
AutoCAD для Mac,AutoCAD for Mac
"AutoCAD, включаючи спеціалізовані набори інструментів",AutoCAD including specialized toolsets
Пакет AutoCAD Inventor Lt Suite,AutoCAD Inventor LT Suite
AutoCAD LT,AutoCAD LT
Додаток для AutoCAD LT 2019,AutoCAD LT 2019 Add-In
AutoCAD LT для Mac,AutoCAD LT for Mac
Додаток для AutoCAD Map 2019,AutoCAD Map 2019 Add-In
Карта AutoCAD 3D,AutoCAD Map 3D
Програма AutoCAD Mechanical,AutoCAD Mechanical
Додаток для AutoCAD Mechanical 2019,AutoCAD Mechanical 2019 Add-In
Додаток для AutoCAD MEP 2019,AutoCAD MEP 2019 Add-In
Допомога в перенесенні AutoCAD,AutoCAD Migration Assistance
AutoCAD OEM,AutoCAD OEM
AutoCAD P&ID,AutoCAD P&ID
Додаток для AutoCAD Plant3D 2019,AutoCAD Plant 3 D 2019 Add-In
AutoCAD Plant 3D,AutoCAD Plant 3D
Растровий дизайн в AutoCAD,AutoCAD Raster Design
Архітектурний пакет AutoCAD Revit,AutoCAD Revit Architecture Suite
Пакет AutoCAD Revit Lt Suite,AutoCAD Revit LT Suite
Додаток для AutoCAD Structural Detailing 2019,AutoCAD Structural Detailing 2019 Add-In
Додаток для AutoCAD Utility Design 2019,AutoCAD Utility Design 2019 Add-In
Вертикаль AutoCAD,AutoCAD vertical
Автоматична трансляція,Autocast
Автозаміна,AutoCorrect
Реселлер Autodesk Academic з доданою вартістю,Autodesk Academic Value Added Reseller
Розширена підтримка Autodesk,Autodesk Advanced Support
Аналітика Autodesk,Autodesk Analytics
Академія анімації Autodesk,Autodesk Animation Academy
Підтверджене завантаження з магазину додатків Autodesk App Store,Autodesk App Store Verified Download
Тест оцінки Autodesk,Autodesk assessment test
Засіб визначення місця розташування активів Autodesk,Autodesk Asset Locator
Авторизований академічний партнер Autodesk,Autodesk Authorized Academic Partner
Авторизований реселлер Autodesk,Autodesk authorized reseller
Авторизований навчальний центр Autodesk,Autodesk Authorized Training Center
Програма Autodesk Backburner,Autodesk Backburner
Базова підтримка Autodesk,Autodesk Basic Support
Блог Autodesk BIM і Beam,Autodesk BIM and Beam Blog
"Навчальна програма Autodesk BIM для архітектури, інжинірингу та управління будівництвом","Autodesk BIM for Architecture, Engineering and Construction Management Curriculum"
Послуги Autodesk з BIM-перетворення,Autodesk BIM Transformation Services
Реселлер Autodesk Bronze,Autodesk Bronze reseller
Навчальний посібник Autodesk з проектування будівель,Autodesk Building Engineering Playbook
Autodesk створює канал YouTube,Autodesk Building YouTube Channel
Бізнес-центр Autodesk,Autodesk Business Center
Методологія створення цінності для бізнесу Autodesk,Autodesk Business Value Methodology
Вуглецевий слід Autodesk,Autodesk carbon footprint
Сертифікація Autodesk,Autodesk Certification
Сертифікаційний тренінг Autodesk,Autodesk Certification Training
Програма сертифікованого інструктора Autodesk,Autodesk Certified Instructor program
"Логотип, сертифікований Autodesk",Autodesk Certified logo
Сертифікований спеціаліст Autodesk,Autodesk Certified Professional
Сертифікована користувацька програма Autodesk,Autodesk Certified User program
Менеджер з продажу на каналі Autodesk,Autodesk Channel Sales Manager
Команда каналу Autodesk,Autodesk Channel Team
Навчання в класі Autodesk,Autodesk Classroom Training
Партнерська програма Autodesk CleanTech,Autodesk Clean Tech Partner Program
Послуги Autodesk зі спільної роботи та управління даними,Autodesk Collaboration and Data Management Services
Рішення Autodesk для управління спільними проектами,Autodesk Collaborative Project Management Solutions
Програма відповідності вимогам Autodesk,Autodesk Compliance Program
Хмара робiт Autodesk,Autodesk Construction Cloud
Будівельний журнал Autodesk,Autodesk Construction Magazine
Консалтинг Autodesk,Autodesk Consulting
Спеціалізована програма Autodesk Consulting,Autodesk Consulting Specialization Program
Оглядач вмісту Autodesk,Autodesk Content Explorer
Служба підтримки контенту Autodesk,Autodesk Content Service
Служба синдикації контенту Autodesk,Autodesk Content Syndication Service
Autodesk Creative Commons,Autodesk Creative Commons
Ліцензія Autodesk Creative Commons,Autodesk Creative Commons license
Програма взаємодії з клієнтами Autodesk,Autodesk Customer Engagement Program
Команда по роботі з клієнтами Autodesk,Autodesk Customer Experience Team
Програма залучення клієнтів Autodesk,Autodesk Customer Involvement Program
Програма підвищення задоволеності клієнтів Autodesk,Autodesk Customer Satisfaction Program
Представник служби підтримки клієнтів Autodesk,Autodesk Customer Service representative
Служба Підтримки Клієнтів Autodesk,Autodesk Customer Support
Інструменти управління даними Autodesk,Autodesk data management tools
Академія дизайну Autodesk,Autodesk Design Academy
Набори для проектування і створення Autodesk,Autodesk Design and Creation Suites
Autodesk Design для промисловості,Autodesk Design for Industry
Проектний інститут Autodesk,Autodesk Design Institute
Пакет для проектування Autodesk,Autodesk Design Package
З'єднувач для настільних комп'ютерів Autodesk,Autodesk Desktop Connector
Конференція Autodesk DevDays,Autodesk DevDays Conference
Мережа розробників Autodesk,Autodesk Developer Network
Відкрита мережа розробників Autodesk,Autodesk Developer Network Open
Рішення Autodesk для створення цифрових розваг,Autodesk Digital Entertainment Creation solution
Цифровий журнал Autodesk,Autodesk Digital Magazine
Форум цифрового прототипування Autodesk,Autodesk Digital Prototyping Forum
Рішення для створення цифрових прототипів Autodesk,Autodesk Digital Prototyping solution
Майстерня Autodesk Digital STEAM Workshop,Autodesk Digital STEAM Workshop
Дистриб'юторська угода Autodesk,Autodesk Distributor Agreement
Документи Autodesk,Autodesk Docs
Менеджер завантажень Autodesk,Autodesk Download Manager
Привід Autodesk,Autodesk Drive
Освіта в Autodesk,Autodesk Education
Освітня спільнота Autodesk,Autodesk Education Community
Навчальна програма Autodesk Education,Autodesk Education Curriculum
Навчальний пакет Autodesk для архітектури та інженерії,Autodesk Education Suite for Architecture & Engineering
Освітній пакет Autodesk для цивільного та будівельного проектування,Autodesk Education Suite for Civil & Structural Engineering
Навчальний пакет Autodesk для промислового дизайну,Autodesk Education Suite for Industrial Design
Освітній пакет Autodesk для машинобудування,Autodesk Education Suite for Mechanical Engineering
Програма закупівель для співробітників Autodesk,Autodesk Employee Purchase Program
Послуги інженера Autodesk на замовлення,Autodesk Engineer-to-Order Services
Пріоритетна підтримка Autodesk Enterprise,Autodesk Enterprise Priority Support
Autodesk Flex,Autodesk Flex
Токен Autodesk flex,Autodesk flex token
Конкурс Autodesk FLUX Design Competition,Autodesk FLUX Design Competition
Форум Autodesk,Autodesk forum
Галерея Autodesk,Autodesk Gallery
Золотий партнер Autodesk,Autodesk Gold partner
Autodesk ID,Autodesk ID
Досвід роботи з Autodesk iiko,Autodesk iiko Experience
Autodesk Industry Careers Framework для ігор та анімації,Autodesk Industry Careers Framework for Games and Animation
Інфраструктурні рішення Autodesk,Autodesk Infrastructure Solutions
Внутрішній відділ продажів Autodesk,Autodesk Inside Sales Team
Розуміння Autodesk,Autodesk Insight
Довідка по установці Autodesk,Autodesk Installation Help
Додаток Autodesk Inventor 2019,Autodesk Inventor 2019 Add-In
Додаток Autodesk Inventor LT 2019,Autodesk Inventor LT 2019 Add-In
Наставник Autodesk Inventor,Autodesk Inventor Mentor
Autodesk IPv4 License Manager для Mac,Autodesk IPv4 License Manager for Mac
Autodesk IPv6 License Manager для Mac,Autodesk IPv6 License Manager for Mac
Обробник завдань Autodesk,Autodesk Job Processor
Мережа знань Autodesk,Autodesk Knowledge Network
Лабораторії Autodesk,Autodesk Labs
Панель запуску Autodesk,Autodesk LaunchPad
Autodesk навянання та освіта,Autodesk learning and education
Центр навчання Autodesk,Autodesk Learning Central
Застаріла програма Autodesk,Autodesk Legacy Program
Команда Autodesk з дотримання вимог до ліцензій,Autodesk License Compliance Team
Менеджер ліцензій Autodesk,Autodesk License Manager
Autodesk Live,Autodesk Live
Живий чат Autodesk,Autodesk Live Chat
Портал виробничого співтовариства Autodesk,Autodesk Manufacturing Community Portal
Виробнича група Autodesk,Autodesk Manufacturing Team
Майстер-класи Autodesk,Autodesk MasterClasses
Премія Autodesk Masters award,Autodesk Masters award
Магістерська програма Autodesk,Autodesk Masters Program
Бібліотека матеріалів Autodesk,Autodesk Material Library
Менеджер мережевих ліцензій Autodesk,Autodesk Network License Manager
Офіційний Навчальний посібник Autodesk,Autodesk Official Training Courseware
Офіційні навчальні посібники Autodesk,Autodesk Official Training Guides
Інтернет-магазин Autodesk,Autodesk Online Store
Служба онлайн-тестування Autodesk,Autodesk Online Testing Service
Партнерська маркетингова платформа Autodesk,Autodesk Partner Marketing Platform
Партнерський портал Autodesk,Autodesk Partner Portal
Партнерська програма Autodesk,Autodesk Partner Program
Спеціалізація партнерів Autodesk,Autodesk Partner specializations
Підтримка Autodesk для кожного інциденту,Autodesk Per-Incident Support
Платиновий партнер Autodesk,Autodesk Platinum partner
Портфоліо Autodesk,Autodesk Portfolio
Кращий галузевий партнер Autodesk,Autodesk Preferred Industry Partner
Провідний постачальник рішень Autodesk,Autodesk Premier Solutions Provider
Заява про конфіденційність Autodesk,Autodesk Privacy Statement
Autodesk Prodsmart,Autodesk Prodsmart
Професійна досконалість Autodesk,Autodesk Professional Excellence
Навчальний посібник Autodesk з оновлення та дооснащення,Autodesk Renovation and Retrofit Playbook
Реселлер Autodesk,Autodesk reseller
Пенсійна програма Autodesk,Autodesk Retirement Program
Інструменти Autodesk для ретопології в 3ds Max,Autodesk Retopology Tools for 3ds Max
Додаток Autodesk Revit 2019,Autodesk Revit 2019 Add-In
Навчання професійним навичкам Autodesk Route 66,Autodesk Route 66 Professional Skills Training
Фонд розвитку продажів Autodesk,Autodesk Sales Development Fund
Торговий представник Autodesk,Autodesk sales representative
Послуги та підтримка Autodesk,Autodesk Services and Support
Торговий майданчик послуг Autodesk,Autodesk Services Marketplace
Autodesk ShapeManager,Autodesk Shape Manager
Довідка по входу в Autodesk,Autodesk Sign In Help
Срібний партнер Autodesk,Autodesk Silver partner
Програмне забезпечення Autodesk,Autodesk software
Ліцензія на програмне забезпечення Autodesk,Autodesk software license
Ліцензійна угода на програмне забезпечення Autodesk,Autodesk Software License Agreement
Рішення Autodesk для цифрового прототипування,Autodesk solution for Digital Prototyping
Магазин Autodesk Store,Autodesk Store
Оптимізація Autodesk,Autodesk Streamline
Пакет Autodesk suite,Autodesk suite
Агент служби підтримки Autodesk,Autodesk support agent
Центр сталого проектування Autodesk,Autodesk Sustainable Design Center
Синхронізація з Autodesk,Autodesk Sync
Навчальний центр Autodesk,Autodesk Training Center
Центр довіри Autodesk,Autodesk Trust Center
Засіб видалення Autodesk,Autodesk uninstall tool
Університет Autodesk,Autodesk University
Віртуальний університет Autodesk,Autodesk University Virtual
Програма оновлення та виходу на пенсію Autodesk,Autodesk Upgrade and Retirement Program
Autodesk update and retirement program,Autodesk User Group International
Реселлер Autodesk з доданою вартістю,Autodesk Value Added Reseller
Угода з реселером Autodesk про додану вартість,Autodesk Value Added Reseller Agreement
Сховище Autodesk,Autodesk Vault
Офіс Autodesk Vault,Autodesk Vault Office
Навчання у віртуальному класі Autodesk,Autodesk Virtual Classroom Training
"Колекція Autodesk® для архітектури, проектування та будівництва","Autodesk® Architecture, Engineering & Construction Collection"
Колекція мультимедіа та розваг Autodesk®,Autodesk® Media & Entertainment Collection
Колекція дизайнерських рішень Autodesk®,Autodesk® Product Design Collection
автоматичне виконання,auto-fulfilment
автоматичне оновлення,automatic renewal
дизайн автомобільних компонентів,automotive component design
ланцюжок поставок автомобілів,automotive supply chain
автоматичне продовження,auto-renewal
доступні мови,available languages
AVAR,AVAR
зміщення осі,axis offset
значок штатива axis,axis tripod icon
Задній план,Backburner
відбраковування задньої поверхні,backface cull
Фоновий реактор,Background Reactor
базові характеристики,baseline features
оригінальна рекомендація,baseline recommendation
основна підказка,basic tooltip
BEES,BEES
порівняльний звіт,benchmark report
Керівництво по отриманню переваг,Benefit Guide
найкраща практика,best practice
Налаштування виставлення рахунків,billing settings
BIM,BIM
BIM 360,BIM 360
Послуги з впровадження BIM та управління змінами,BIM Adoption and Change Management services
Корпоративний план впровадження BIM,BIM Enterprise Execution Plan
BIM для навчальної програми з проектування конструкцій,BIM for Structural Engineering Curriculum
Послуги з впровадження та інтеграції BIM-технологій,BIM Implementation and Integration Services
Пакет знань BIM,BIM Knowledge Package
Послуги з розробки стандартів і процесів BIM,BIM Standards and Processes services
Послуги з розробки стратегії BIM,BIM Strategy services
біомімікрія,biomimicry
біопластик,bioplastics
біозахист,bioswale
Пейджер з растровим зображенням,Bitmap Pager
Blackmagic UltraStudio Експрес,Blackmagic UltraStudio Express
ефект краплі,blobby effect
блог,blog
BlueSnap,BlueSnap
шаблонний,boilerplate
Навчальний табір,Boot Camp
завантажувальний сектор,boot sector
обмежувальний прямокутник,bounding box
Боксерський кидок,box shot
відправка в штучній упаковці,boxed shipment
коробкове програмне забезпечення,boxed software
боксшот,boxshot
BPT,BPT
Потрясіння мізками,Brainshark
брендований статичний і флеш-банер,brandable static and flash banner
"курс ""цегляний солдат""",brick soldier course
Конструкція мосту для InfraWorks 360,Bridge Design for InfraWorks 360
яскравість,brightness
телепередача,broadcast
Спосіб завантаження з браузера,Browser Download method
будівельний компонент,building component
проектування будівельнi,building design
проектування будівель,building engineering
Будівельне обладнання,building equipment
Стратегія і відносини в будівельній галузі,Building Industry Strategy & Relations
будівельний продукт,building product
виробник будівельних виробів,building products manufacturer
ділова етика,business ethics
бізнес-план,business plan
Інструмент бізнес-планування,Business Planning Tool
бізнес-процес,business process
ділова мета,business purpose
ділова документація,business record
ділові відносини,business relationship
CAD,CAD
CAE,CAE
калькулятор,calculator
заклик до дії,Call to Action
виноска,callout
заклик,call-out
CAM,CAM
анімація камери,camera animation
аналіз викидів вуглецю,carbon emission analysis
каскадне ліцензування,cascade licensing
каскадна послідовність,cascading sequence
ідентифікатор звернення,case ID
тематичне дослідження,case study
схожа на печеру частина,cavernous part
CDF,CDF
CEC,CEC
Центральний файл,central file
Сертифікаційний іспит,certification exam
Команда з сертифікації,Certification Team
Сертифікований юрист,Certified Associate
сертифіковане обладнання,certified hardware
CFD,CFD
Розширений CFD,CFD Advanced
Рух CFD,CFD Motion
розвиток каналу,channel development
Фонд розвитку каналу,Channel Development Fund
Заохочувальна програма каналу,Channel Incentive program
Управління каналами,Channel Management
партнер по каналу,channel partner
дизайнер персонажів,character designer
Генератор символів,Character Generator
Головний спеціаліст з освіти,Chief Education Officer
виконавчий директор,chief executive officer
фінансовий директор,chief financial officer
головний спеціаліст з правових питань,chief legal officer
Головний технічний директор,Chief Technical Officer
кінематографічна якість,cinematic-quality
CIP,CIP
Навчальна програма з цивільного будівництва,Civil Engineering Curriculum
чиста установка,clean install
чисте видалення,clean removal
чисті технології,clean tech
інновації в галузі чистих технологій,clean technology innovator
Очистити та видалити,clean uninstall
Команда по роботі з клієнтами,Client Relations Team
площина затиску,clip plane
обмежувальна межа,clipping boundary
закритий кінець,closed end
хмарні кредити,cloud credits
розподіл хмарних кредитів,cloud credits allocation
хмарні сервіси,cloud services
хмарне сховище,cloud storage
Хмарний модуль,cloud unit
кобрендинг,co-branding
Кобрендингові активи та шаблони,Co-branding Assets & Templates
кодек,codec
коефіцієнт корисної дії,coefficient of performance
Послуги з впровадження спільної роботи та управління даними,Collaboration and Data Management Implementation Services
Послуги з розробки стратегій спільної роботи та управління даними,Collaboration and Data Management Strategy Services
спільне управління проектами,collaborative project management
"таблиця стилів друку, що залежать від кольору",color-dependent plot style table
командний рядок,command prompt
Комерційна ліцензія,commercial license
збій зв'язку,communication failure
суспільні відносини,community relations
супутній продукт,companion product
Зміна адреси або назви компанії,Company Address or Name Change
компас,compass
таблиця сумісності,compatibility chart
матриця сумісності,compatibility matrix
Конкурентна розвідка,Competitive Intelligence
скарга,complaint
відповідність,compliance
повне керівництво по здачі іспиту,comprehensive exam guide
концептуальний ескіз,concept sketch
Навчальний план концептуального проектування,Conceptual Design Curriculum
одночасні користувачі,concurrent users
конфіденційність,confidentiality
Конфігуратор 360,Configurator 360
конфлікт інтересів,conflict of interest
управління будівництвом,construction management
керівник будівництва,construction manager
Спеціаліст з будівництва,construction professional
консультант,consultant
здійснення ліцензування замовлення консультаційних послуг,consulting service order licensing implementation
партнер - системний інтегратор-консультант,consulting system integrator partner
споживчий продукт,consumer product
виробник споживчих товарів,consumer product manufacturer
споживання,consumption
норма споживання,consumption rate
ідентифікатор контакту,contact ID
джерело контенту,content source
контекстна вкладка,contextual tab
кредит на безперервну освіту,continuing education credit
Адміністрування контрактів,Contract Administration
Адміністратор контрактів,Contract Administrator
рівень контракту,contract level
Менеджер контрактів,Contract Manager
дата продовження контракту,contract renewal date
підрядник,contractor
кришка контролера,controller cap
система відліку координат,coordinate reference system
координатний простір,coordinate space
COP,COP
основні функції включають,core features include
підробка,counterfeit
Менеджер з маркетингу в країні,Country Marketing Manager
Менеджер з продажу в країні,Country Sales Manager
звіт про страхове покриття,coverage report
CPM,CPM
Творче надбання,Creative Commons
CRM,CRM
поперечний ухил,crossgrade
перехресний сорт,cross-grade
CSAT,CSAT
CSI,CSI
CTA,CTA
CTB,CTB
CTO,CTO
кубоподібний,cuboid
навчальна програма,curricula
Турбота про клієнтів,Customer Care
галерея клієнтів,customer gallery
Програма залучення клієнтів,Customer Involvement Program
управління відносинами з клієнтами,customer relationship management
відгуки клієнтів,customer reviews
вітрина для клієнтів,customer showcase
історії клієнтів,customer stories
історії успіху клієнтів,customer success stories
клієнт з планом технічного обслуговування,customer with a maintenance plan
CVC,CVC
демон,daemon
DAM,DAM
збір даних,data acquisition
підгонка даних,data fitting
переносимість даних,data portability
захист даних,data protection
сховище даних,data silo
DCS,DCS
Шановний клієнт,Dear Customer
інструмент підтримки прийняття рішень,decision support tool
захист,defense
відключення,defun
формування попиту,demand generation
демонстрація,demo
демонстраційне відео,demo video
Демонстраційна віньєтка,demo vignette
Академія дизайну,Design Academy
стратегія автоматизації проектування,design automation strategy
Навчальна програма з основ проектування,Design Basics Curriculum
дизайнер шарретт,design charrette
конструкція для збірки,design for assembly
інноваційний дизайн,design innovation
задум проекту,design intent
Огляд процесу проектування,Design Process Review
валідація проекту,design validation
візуалізація дизайну,design visualization
Дизайнери погоджуються,Designers Accord
зона утримання під вартою,detention area
партнер з розвитку,development partner
коефіцієнт дифузії,diffusion coefficient
Управління цифровими активами,Digital Asset Management
створення цифрових розваг,digital entertainment creation
цифрове моделювання,digital modeling
Дні створення цифрових прототипів,Digital Prototyping Days
цифровий візуальний інтерфейс,digital visual interface
Менеджер розмірних стилів,Dimension Style Manager
прямий партнер,direct partner
Прямий посередник з доданою вартістю,Direct Value Added Reseller
Директор стратегічних досліджень,Director Of Strategic Research
дисциплінарне стягнення,disciplinary action
дискусійний форум,discussion forum
дискусійна група,discussion group
відображення переміщень,displacement mapping
розподілена система управління,distributed control system
сервер розподілених ліцензій,distributed license server
документація,documentation
спосіб завантаження,download method
Метод Завантажте зараз,Download Now method
DPR,DPR
режим протягу,draft mode
Конструкція дренажу для Infraworks 360,Drainage Design for Infraworks 360
Менеджер відновлення креслень,Drawing Recovery Manager
Dropbox,Dropbox
канал,duct
DVAR,DVAR
DVI,DVI
Екстремальний DWG,DWG Extreme
DWGX,DWGX
Динамічна перемикабельна графіка,Dynamic Switchable Graphics
Орел,Eagle
більш рання версія,earlier version
екологічний дизайн,eco design
EDT,EDT
Освітня спільнота,Education Community
Замовник навчання,Education customer
Посередник у сфері освіти,Education reseller
навчальний заклад,educational institution
штамп освітнього сюжету,educational plot stamp
вихователь,educator
Браузер каталогу електротехніки,Electrical Catalog Browser
електронне завантаження,electronic download
поширення електронного програмного забезпечення,electronic software distribution
властивість елемента,element property
матриця відповідності вимогам,eligibility matrix
кваліфікаційні вимоги,eligibility requirement
відповідний продукт,eligible product
Список відповідних продуктів,Eligible Product List
прийнятні продукти,eligible products
ембарго,embargo
Система EMC Рівня 5,EMC Tier 5 system
EMS,EMS
шифрування,encryption
Енергетичний аналіз,Energy Analysis
енергоефективність,energy efficiency
вироблення енергії,energy generation
енергетичне навантаження,energy load
модернізація енергетики,energy retrofit
контракт на виконання робіт з енергозбереження,energy savings performance contract
Енергосервісна компанія,energy service company
Енергетична зірка,Energy Star
Індекс енергоспоживання,energy use index
інтенсивність використання енергії,energy use intensity
електронна розсилка новин,eNewsletter
інженер,engineer
технічні дані,engineering data
Семінар з інженерних вишукувань,Engineering Exploration Workshop
Інженер за індивідуальним замовленням,Engineer-to-Order
Послуги з впровадження за індивідуальним замовленням та управління змінами,Engineer-to-Order Adoption and Change Management Services
Послуги інженера з впровадження та інтеграції на замовлення,Engineer-to-Order Implementation and Integration Services
Розробка стратегії на замовлення,Engineer-to-Order Strategy Services
Розширений KB,Enhanced KB
Корпоративна ділова угода,Enterprise Business Agreement
Гнучкість підприємства,Enterprise Flex
Пріоритетна підтримка підприємств,Enterprise Priority Support
право,entitlement
свідоцтво про право на отримання допомоги,entitlement certificate
змінна середовища,environment variable
Навчальна програма з екологічного дизайну та технологій,Environmental Design and Technology Curriculum
заява про вплив на навколишнє середовище,environmental impact statement
система екологічного менеджменту,environmental management system
код помилки,error code
ESCO,ESCO
ESD,ESD
ESPC,ESPC
етична поведінка,ethical behavior
ETO,ETO
EUI,EUI
Європейська асоціація вільної торгівлі,European Free Trade Association
Видавець події,Event Publisher
інструментарій для проведення заходів,event toolkit
Пошук подій,Events Lookup
виконуваний файл,executable file
Виконавчий віце-президент з продажу та сервісного обслуговування,Executive Vice President of Sales and Services
явний контроль,explicit control
Експрес-обслуговування,Express Service
Ідентифікатор Експрес-служби,Express Service ID
Експрес-інструменти,Express Tools
тривалий період,extended period
збільшені години роботи служби підтримки,extended support hours
права на додаткові території,extra territory rights
Facebook,Facebook
управління об'єктами,facilities management
Заводське планування,factory layout
член факультету,faculty member
фатальна помилка,fatal error
FBIK,FBIK
FCS,FCS
функціональний код,feature code
порівняння характеристик,feature comparison
демонстрація функцій,feature demonstration
демонстрації функцій,feature demos
характерна лінія,feature line
набір функцій,feature set
Функціональна камера,FeatureCAM
особливістi,features
особливості та переваги,features and benefits
особливості та демонстрації,features and demonstrations
особливості та функції,features and functions
особливості та технічні характеристики,features and specifications
FEED,FEED
точність,fidelity
управління на місцях,field management
польовий маркетинг,field marketing
пошкодження файлу,file corruption
витяг файлів,file extraction
сховище файлів,file vaulting
Наповнення + Упаковка,Fill+Pack
Наповнення + Упаковка+Охолодження,Fill+Pack+Cool
заправна установка,filling plant
кіно і телебачення,film & TV
коефіцієнт плівки,film coefficient
"фільми, ігри та телебачення","film, games and television"
Коробка для плівки,Filmbox
фінансовий звіт,financial report
фінансування,financing
Протипожежний захист,fire protection
прошивка,firmware
перша поставка клієнту,first customer shipment
фланець,flange
токен Flex,Flex token
гнучке управління,flexible control
гнучкі умови Ліцензії,flexible license terms
гнучкі ліцензійні права,flexible licensing rights
гнучкі умови ліцензування,flexible licensing terms
Видавець FlexNet,FLEXnet Publisher
плаваюча Ліцензія,floating license
FoMT,FoMT
файл форми шрифту,font shape file
обробка переднього плану,foreground processing
FormIt,FormIt
в комерційних цілях,for-profit purposes
повідомлення на форумі,forum post
тема форуму,forum thread
fps,fps
Аналіз фреймів,Frame Analysis
Генератор кадрів,Frame Generator
безкоштовне програмне забезпечення для студентів,free student software
інтерфейсне інженерне проектування,front-end engineering design
комерційна діяльність всієї системи,full system commercial
матриця функціональності,functionality matrix
Управління фондами,fund management
запит на фінансування,fund request
Основи архітектурних наук доповнюють навчальну програму,Fundamentals of Architectural Science Supplement Curriculum
Fusion 360,Fusion 360
Fusion Electronics,Fusion Electronics
Життєвий цикл термоядерного синтезу,Fusion Lifecycle
Дані термоядерного моделювання,Fusion Modeling Data
галерея,gallery
Символ GD & T,GD&T symbol
генеративний дизайн,generative design
справжній AutoCAD,genuine AutoCAD
географічна інформаційна система,geographical information system
символ геометричних розмірів і допусків,geometric dimensioning and tolerancing symbol
Геопросторовий,geospatial
геотехнічний,geotechnical
GEP,GEP
GF,GF
GFP,GFP
GIS,GIS
Інтеграція з GIS,GIS integration
глобальне просування на місцях,global field promotion
глобальний запуск продукту,global product launch
Права на поїздки по всьому світу,Global Travel Rights
Золота воронка,Golden Funnel
Google Play,Google Play
Політика в області державних справ,Government Affairs Policy
державний замовник,government customer
державний службовець,government official
GPU,GPU
градієнтне штрихування,gradient hatch
графічний адаптер,graphics adapter
драйвер відеокарти,graphics card driver
графічне обладнання,graphics hardware
грей-бокс,gray-boxing
более широкий доступ,greater access
Учебная программа по экологической грамотности и архитектурному дизайну,Green Literacy and Architectural Design Curriculum
